ranking,route,passengers,distance_km,origin_hub,origin_hub_qid,origin_hub_latitude,origin_hub_longitude,destination_hub,destination_hub_qid,destination_hub_latitude,destination_hub_longitude
1114,Barcelona - Luxembourg,114047,965.117897395084,Barcelona,Q1492,41.3825,2.1769444444444,Luxembourg,Q1842,49.610555555556,6.1327777777778
1115,London - Tallinn,113742,1783.272965462027,London,Q84,51.507222222222,-0.1275,Tallinn,Q1770,59.437222222222,24.745
1116,Helsinki - Joensuu,113632,372.394147810548,Helsinki,Q1757,60.17556,24.93417,Joensuu,Q186237,62.6,29.763888888889
1117,Tyne and Wear - Southampton,113323,452.4832660532102,Tyne and Wear,Q23080,54.974,-1.6132,Southampton,Q79848,50.9066666666667,-1.40444444444444
1118,Barcelona - Marseille,113194,338.26725480266845,Barcelona,Q1492,41.3825,2.1769444444444,Marseille,Q23482,43.296666666667,5.3763888888889
1119,Birmingham - Aberdeen,112863,519.4346856477699,Birmingham,Q2256,52.48,-1.9025,Aberdeen,Q36405,57.15,-2.1
1120,London - Brno,112756,1212.0631566329391,London,Q84,51.507222222222,-0.1275,Brno,Q14960,49.195277777778,16.608333333333
1121,Turin - Amsterdam,112720,838.9317939689155,Turin,Q495,45.066666666667,7.7,Amsterdam,Q727,52.383333333333,4.9
1122,Katowice - Sandefjord,112424,1135.0402264986144,Katowice,Q588,50.25,19,Sandefjord,Q109005,59.12881,10.21971
1123,London - A Coruña,112401,1096.1826522116014,London,Q84,51.507222222222,-0.1275,A Coruña,Q8757,43.366666666667,-8.3833333333333009
1124,London - Szczecin,112224,1015.3083991575498,London,Q84,51.507222222222,-0.1275,Szczecin,Q393,53.424722222222,14.555277777778
1125,Manchester - Cavtat,112102,1932.1440322251801,Manchester,Q18125,53.466666666667,-2.2333333333333,Cavtat,Q221350,42.579444444444,18.220833333333
1126,Cologne - Venice,111882,729.6723990483904,Cologne,Q365,50.942222222222,6.9577777777778,Venice,Q641,45.439722222222,12.331944444444
1127,Lyon - Caen,111800,545.9897553624394,Lyon,Q456,45.758888888889,4.8413888888889,Caen,Q41185,49.182222222222,-0.37055555555556
1128,Berlin - Sofia,111760,1319.1420693343696,Berlin,Q64,52.516666666667,13.383333333333,Sofia,Q472,42.697886,23.321726
1129,Oslo - Madrid,111565,2387.1512378101033,Oslo,Q585,59.911111111111,10.752777777778,Madrid,Q2807,40.418888888889,-3.6919444444444
1130,Düsseldorf - Catania,111472,1660.931080384568,Düsseldorf,Q1718,51.231144444444,6.7723805555556,Catania,Q1903,37.502669444444,15.087269444444
1131,Athens - Manchester,111449,2624.167173917521,Athens,Q1524,37.9841666666667,23.7280555555556,Manchester,Q18125,53.466666666667,-2.2333333333333
1132,Genoa - Munich,111400,461.7280741639931,Genoa,Q1449,44.407186111111,8.9339833333333,Munich,Q1726,48.1375,11.575
1133,Bilbao - Valencia,111200,473.28500891226616,Bilbao,Q8692,43.262222222222,-2.9533333333333,Valencia,Q8818,39.47,-0.376388888888889
1134,Copenhagen - Middle Jutland,111071,216.5637854396072,Copenhagen,Q1748,55.676111111111,12.568888888889,Middle Jutland,Q12327087,56.203,9.2207
1135,Vienna - Catania,111045,1194.9739999174628,Vienna,Q1741,48.20833,16.373064,Catania,Q1903,37.502669444444,15.087269444444
1136,Cardiff - Edinburgh,111014,497.04365130828194,Cardiff,Q10690,51.48,-3.18,Edinburgh,Q23436,55.95,-3.1988888888889
1137,Thessaloniki - Manchester,110977,2360.209873811871,Thessaloniki,Q17151,40.6402777777778,22.9355555555556,Manchester,Q18125,53.466666666667,-2.2333333333333
1138,Zürich - Naples,110939,858.2559792561213,Zürich,Q72,47.378611111111,8.54,Naples,Q2634,40.833333333333,14.25
1139,Bologna - Eindhoven,110841,885.8327538925735,Bologna,Q1891,44.493888888889,11.342777777778,Eindhoven,Q9832,51.434444444444,5.4841666666667
1140,Berlin - Luxembourg,110749,600.525539670252,Berlin,Q64,52.516666666667,13.383333333333,Luxembourg,Q1842,49.610555555556,6.1327777777778
1141,Geneva - Budapest,110474,989.7216724868739,Geneva,Q71,46.2,6.15,Budapest,Q1781,47.498333333333,19.040833333333
1142,Tromsø - Bergen,110342,1206.9920933647418,Tromsø,Q26087,69.666667,18.933333,Bergen,Q26793,60.3925,5.3233333333333
1143,Paris - Bari,110264,1425.0159392981207,Paris,Q90,48.856944444444,2.3513888888889,Bari,Q3519,41.125277777778,16.866666666667
1144,Toulouse - Porto,110012,869.1939033748961,Toulouse,Q7880,43.604444444444,1.4438888888889,Porto,Q36433,41.149472222222,-8.6107777777778
1145,Liverpool - Kraków,109968,1614.6122820099267,Liverpool,Q24826,53.4075,-2.99194444444444,Kraków,Q31487,50.061388888889,19.937222222222
1146,Lyon - Strasbourg,109674,382.51053365270917,Lyon,Q456,45.758888888889,4.8413888888889,Strasbourg,Q6602,48.573333333333,7.7522222222222
1147,Prague - Riga,109570,994.6060993409905,Prague,Q1085,50.083333333333,14.416666666667,Riga,Q1773,56.9475,24.106944444444
1148,Budapest - Naples,109555,833.4292294582234,Budapest,Q1781,47.498333333333,19.040833333333,Naples,Q2634,40.833333333333,14.25
1149,Bucharest - Nice,109402,1502.3517725151532,Bucharest,Q19660,44.4,26.083333333333,Nice,Q33959,43.701944444444,7.2683333333333
1150,Prague - Athens,109325,1534.813592241591,Prague,Q1085,50.083333333333,14.416666666667,Athens,Q1524,37.9841666666667,23.7280555555556
1151,Turin - Lamezia Terme,109259,981.211854967028,Turin,Q495,45.066666666667,7.7,Lamezia Terme,Q53643,38.966666666667,16.3
1152,Madrid - Bristol,109179,1229.5590846195007,Madrid,Q2807,40.418888888889,-3.6919444444444,Bristol,Q23154,51.45,-2.5833333333333
1153,London - Ancona,109143,1344.476477286613,London,Q84,51.507222222222,-0.1275,Ancona,Q3415,43.616666666667,13.516666666667
1154,Geneva - Birmingham,109109,908.8191116949131,Geneva,Q71,46.2,6.15,Birmingham,Q2256,52.48,-1.9025
1155,Brussels - Billund,108961,628.3213452373802,Brussels,Q239,50.8466666666667,4.35166666666667,Billund,Q1701099,55.730833333333,9.1152777777778
1156,Zürich - Zagreb,108869,594.0448993627172,Zürich,Q72,47.378611111111,8.54,Zagreb,Q1435,45.8130555555556,15.9772222222222
1157,Amsterdam - Sandefjord,108675,819.9885859422768,Amsterdam,Q727,52.383333333333,4.9,Sandefjord,Q109005,59.12881,10.21971
1158,Vienna - Budapest,108624,214.12612889463315,Vienna,Q1741,48.20833,16.373064,Budapest,Q1781,47.498333333333,19.040833333333
1159,Milan - Crotone,108613,962.9868410569943,Milan,Q490,45.466944444444,9.19,Crotone,Q6681,39.083333333333,17.116666666667
1160,Zürich - Bucharest,108586,1394.3228303618653,Zürich,Q72,47.378611111111,8.54,Bucharest,Q19660,44.4,26.083333333333
1161,London - Łódź,108534,1347.5308179851052,London,Q84,51.507222222222,-0.1275,Łódź,Q580,51.776944444444,19.454722222222
1162,Munich - Pisa,108252,499.8877110208192,Munich,Q1726,48.1375,11.575,Pisa,Q13375,43.716666666667,10.4
1163,London - Palermo,108146,1823.8684219740362,London,Q84,51.507222222222,-0.1275,Palermo,Q2656,38.115658,13.361262
1164,Dortmund - Vienna,108118,736.0294079996025,Dortmund,Q1295,51.513888888889,7.4652777777778,Vienna,Q1741,48.20833,16.373064
1165,Copenhagen - Billund,108067,216.45178459717314,Copenhagen,Q1748,55.676111111111,12.568888888889,Billund,Q1701099,55.730833333333,9.1152777777778
1166,Brussels - Kraków,108051,1104.8015805704747,Brussels,Q239,50.8466666666667,4.35166666666667,Kraków,Q31487,50.061388888889,19.937222222222
1167,Geneva - Stockholm,107545,1659.9770994458859,Geneva,Q71,46.2,6.15,Stockholm,Q1754,59.329444444444,18.068611111111
1168,Bucharest - Liverpool,107519,2327.709344583451,Bucharest,Q19660,44.4,26.083333333333,Liverpool,Q24826,53.4075,-2.99194444444444
1169,Rome - Eindhoven,107430,1186.5009778097963,Rome,Q220,41.893055555556,12.482777777778,Eindhoven,Q9832,51.434444444444,5.4841666666667
1170,Brussels - Girona,107342,992.499240168644,Brussels,Q239,50.8466666666667,4.35166666666667,Girona,Q7038,41.983333333333,2.8166666666667
1171,Málaga - Bucharest,107289,2696.2952524738052,Málaga,Q8851,36.716666666667,-4.4166666666667,Bucharest,Q19660,44.4,26.083333333333
1172,Bodø - Leknes,107135,101.41062127392132,Bodø,Q39383,67.28267,14.37513,Leknes,Q1993766,68.1475,13.6115
1173,Hamburg - Málaga,106903,2177.580276923318,Hamburg,Q1055,53.55,10,Málaga,Q8851,36.716666666667,-4.4166666666667
1174,Manchester - Zakynthos,106866,2474.600961931001,Manchester,Q18125,53.466666666667,-2.2333333333333,Zakynthos,Q144880,37.8,20.75
1175,Berlin - Nice,106806,1079.2582107918265,Berlin,Q64,52.516666666667,13.383333333333,Nice,Q33959,43.701944444444,7.2683333333333
1176,Warsaw - Sofia,106666,1072.1877649378669,Warsaw,Q270,52.216666666667,21.033333333333,Sofia,Q472,42.697886,23.321726
1177,Munich - Bari,106567,884.5273398440095,Munich,Q1726,48.1375,11.575,Bari,Q3519,41.125277777778,16.866666666667
1178,Rome - Alicante,106444,1169.5165114102663,Rome,Q220,41.893055555556,12.482777777778,Alicante,Q11959,38.345277777778,-0.48305555555556
1179,Munich - Cavtat,106400,806.582962201444,Munich,Q1726,48.1375,11.575,Cavtat,Q221350,42.579444444444,18.220833333333
1180,Lisbon - Málaga,106363,470.64537559880495,Lisbon,Q597,38.708042,-9.139016,Málaga,Q8851,36.716666666667,-4.4166666666667
1181,Girona - Pisa,106328,647.2709659630518,Girona,Q7038,41.983333333333,2.8166666666667,Pisa,Q13375,43.716666666667,10.4
1182,Strasbourg - Marseille,105972,614.7499451656519,Strasbourg,Q6602,48.573333333333,7.7522222222222,Marseille,Q23482,43.296666666667,5.3763888888889
1183,Stavanger - Aberdeen,105744,501.6373230868284,Stavanger,Q25416,58.97,5.71,Aberdeen,Q36405,57.15,-2.1
1184,Split - Copenhagen,105710,1380.8775914548605,Split,Q1663,43.51,16.45,Copenhagen,Q1748,55.676111111111,12.568888888889
1185,Dortmund - Gdańsk,105457,811.6988243422214,Dortmund,Q1295,51.513888888889,7.4652777777778,Gdańsk,Q1792,54.366666666667,18.633333333333
1186,Vilnius - Barcelona,105438,2248.244908304588,Vilnius,Q216,54.683333333333,25.283333333333,Barcelona,Q1492,41.3825,2.1769444444444
1187,Birmingham - Kraków,105415,1536.8043136881652,Birmingham,Q2256,52.48,-1.9025,Kraków,Q31487,50.061388888889,19.937222222222
1188,Venice - Brindisi,105199,701.9141013890769,Venice,Q641,45.439722222222,12.331944444444,Brindisi,Q13496,40.638333333333,17.945833333333
1189,Amsterdam - Innsbruck,104790,734.5504700839357,Amsterdam,Q727,52.383333333333,4.9,Innsbruck,Q1735,47.268333333333,11.393333333333
1190,Budapest - Nuremberg,104750,625.6186102603248,Budapest,Q1781,47.498333333333,19.040833333333,Nuremberg,Q2090,49.4538888888889,11.0775
1191,Düsseldorf - Leipzig,104577,390.31653630519986,Düsseldorf,Q1718,51.231144444444,6.7723805555556,Leipzig,Q2079,51.333333333333,12.383333333333
1192,Bari - Bucharest,104512,835.2300436420721,Bari,Q3519,41.125277777778,16.866666666667,Bucharest,Q19660,44.4,26.083333333333
1193,Athens - Ioannina,104132,311.3239962139744,Athens,Q1524,37.9841666666667,23.7280555555556,Ioannina,Q183199,39.6636111111111,20.8522222222222
1194,Milan - Comiso,104130,1048.9971090713254,Milan,Q490,45.466944444444,9.19,Comiso,Q34072,36.95,14.6
1195,Burgas - Manchester,104028,2498.543207209139,Burgas,Q6509,42.502965,27.470179,Manchester,Q18125,53.466666666667,-2.2333333333333
1196,Prague - Bucharest,103932,1082.0091734400694,Prague,Q1085,50.083333333333,14.416666666667,Bucharest,Q19660,44.4,26.083333333333
1197,Málaga - Cardiff,103899,1644.5150304951412,Málaga,Q8851,36.716666666667,-4.4166666666667,Cardiff,Q10690,51.48,-3.18
1198,Lille - Nantes,103874,507.4261023549661,Lille,Q648,50.631944444444,3.0575,Nantes,Q12191,47.217222222222,-1.5538888888889
1199,Amsterdam - Verona,103848,890.6605034912567,Amsterdam,Q727,52.383333333333,4.9,Verona,Q2028,45.4386111111111,10.9927777777778
1200,Split - Helsinki,103799,1938.892756112718,Split,Q1663,43.51,16.45,Helsinki,Q1757,60.17556,24.93417
1201,Oslo - Düsseldorf,103743,996.6289076702187,Oslo,Q585,59.911111111111,10.752777777778,Düsseldorf,Q1718,51.231144444444,6.7723805555556
1202,Barcelona - Riga,103669,2332.6965104962023,Barcelona,Q1492,41.3825,2.1769444444444,Riga,Q1773,56.9475,24.106944444444
1203,Toulouse - Bristol,103536,922.9388989412657,Toulouse,Q7880,43.604444444444,1.4438888888889,Bristol,Q23154,51.45,-2.5833333333333
1204,Geneva - Brindisi,103512,1133.998156206871,Geneva,Q71,46.2,6.15,Brindisi,Q13496,40.638333333333,17.945833333333
1205,Gdańsk - Bergen,103474,1038.5467727216462,Gdańsk,Q1792,54.366666666667,18.633333333333,Bergen,Q26793,60.3925,5.3233333333333
1206,London - Aarhus,102763,851.4317335501163,London,Q84,51.507222222222,-0.1275,Aarhus,Q25319,56.156388888889,10.209722222222
1207,Zürich - Dresden,102683,555.8973384351386,Zürich,Q72,47.378611111111,8.54,Dresden,Q1731,51.05,13.74
1208,Helsinki - Nice,102598,2180.6118261634356,Helsinki,Q1757,60.17556,24.93417,Nice,Q33959,43.701944444444,7.2683333333333
1209,London - Belgrade,102596,1691.1820060436378,London,Q84,51.507222222222,-0.1275,Belgrade,Q3711,44.816666666667,20.466666666667
1210,Liverpool - Nice,102585,1314.339152220174,Liverpool,Q24826,53.4075,-2.99194444444444,Nice,Q33959,43.701944444444,7.2683333333333
1211,Manchester - Porto,102580,1450.127621756948,Manchester,Q18125,53.466666666667,-2.2333333333333,Porto,Q36433,41.149472222222,-8.6107777777778
1212,Geneva - Helsinki,102376,1980.6275429573823,Geneva,Q71,46.2,6.15,Helsinki,Q1757,60.17556,24.93417
1213,Kraków - Leeds,102361,1524.0771282748478,Kraków,Q31487,50.061388888889,19.937222222222,Leeds,Q39121,53.799722222222,-1.5491666666667
1214,London - Sibiu,102142,1882.370946126366,London,Q84,51.507222222222,-0.1275,Sibiu,Q83324,45.8,24.15
1215,Budapest - Edinburgh,102130,1785.1854742595822,Budapest,Q1781,47.498333333333,19.040833333333,Edinburgh,Q23436,55.95,-3.1988888888889
1216,Brussels - Carcassonne,101780,861.8594582129402,Brussels,Q239,50.8466666666667,4.35166666666667,Carcassonne,Q6582,43.215833333333,2.3513888888889
1217,Paris - Ljubljana,101438,965.2000258107141,Paris,Q90,48.856944444444,2.3513888888889,Ljubljana,Q437,46.05,14.516666666667
1218,London - Limoges,101377,638.9474122498299,London,Q84,51.507222222222,-0.1275,Limoges,Q45656,45.834444444444,1.2616666666667
1219,Cologne - Manchester,101233,685.6986964173476,Cologne,Q365,50.942222222222,6.9577777777778,Manchester,Q18125,53.466666666667,-2.2333333333333
1220,Düsseldorf - Naples,101220,1290.686454928451,Düsseldorf,Q1718,51.231144444444,6.7723805555556,Naples,Q2634,40.833333333333,14.25
1221,Zürich - Riga,101080,1496.5185893843086,Zürich,Q72,47.378611111111,8.54,Riga,Q1773,56.9475,24.106944444444
1222,Gdańsk - Ålesund,100913,1153.6248450827334,Gdańsk,Q1792,54.366666666667,18.633333333333,Ålesund,Q62266,62.4712388888889,6.15423888888889
1223,Genoa - Naples,100882,588.9378774434758,Genoa,Q1449,44.407186111111,8.9339833333333,Naples,Q2634,40.833333333333,14.25
1224,Bristol - Nice,100734,1133.0649245357577,Bristol,Q23154,51.45,-2.5833333333333,Nice,Q33959,43.701944444444,7.2683333333333
1225,Amsterdam - Bari,100602,1544.2956715521032,Amsterdam,Q727,52.383333333333,4.9,Bari,Q3519,41.125277777778,16.866666666667
1226,Lisbon - Athens,100248,2851.933497351475,Lisbon,Q597,38.708042,-9.139016,Athens,Q1524,37.9841666666667,23.7280555555556
1227,Munich - Valencia,100115,1356.6768474016828,Munich,Q1726,48.1375,11.575,Valencia,Q8818,39.47,-0.376388888888889
1228,Eindhoven - Bucharest,100023,1714.8040961219228,Eindhoven,Q9832,51.434444444444,5.4841666666667,Bucharest,Q19660,44.4,26.083333333333
1229,London - Leeds,99883,272.3419747447681,London,Q84,51.507222222222,-0.1275,Leeds,Q39121,53.799722222222,-1.5491666666667
1230,Barcelona - Cluj-Napoca,99790,1803.5280065532338,Barcelona,Q1492,41.3825,2.1769444444444,Cluj-Napoca,Q100188,46.78,23.559444444444
1231,Geneva - Catania,99778,1216.2081950956383,Geneva,Q71,46.2,6.15,Catania,Q1903,37.502669444444,15.087269444444
1232,Helsinki - Turku,99693,149.88157918933854,Helsinki,Q1757,60.17556,24.93417,Turku,Q38511,60.451666666667,22.27
1233,Prague - Birmingham,99684,1163.1556967406516,Prague,Q1085,50.083333333333,14.416666666667,Birmingham,Q2256,52.48,-1.9025
1234,Verona - Bari,99411,675.0095907269066,Verona,Q2028,45.4386111111111,10.9927777777778,Bari,Q3519,41.125277777778,16.866666666667
1235,Amsterdam - Inverness,99404,812.0846735766721,Amsterdam,Q727,52.383333333333,4.9,Inverness,Q160493,57.483888888889,-4.2258333333333
1236,Brussels - Riga,99254,1454.051941905424,Brussels,Q239,50.8466666666667,4.35166666666667,Riga,Q1773,56.9475,24.106944444444
1237,London - Bacău,98862,2032.668958556605,London,Q84,51.507222222222,-0.1275,Bacău,Q10737004,46.583333333333,26.916666666667
1238,Berlin - Bristol,98731,1097.5944175007637,Berlin,Q64,52.516666666667,13.383333333333,Bristol,Q23154,51.45,-2.5833333333333
1239,Rome - Nantes,98692,1257.3520216776926,Rome,Q220,41.893055555556,12.482777777778,Nantes,Q12191,47.217222222222,-1.5538888888889
1240,Gdańsk - Kraków,98383,486.87530896438255,Gdańsk,Q1792,54.366666666667,18.633333333333,Kraków,Q31487,50.061388888889,19.937222222222
1241,Munich - Nantes,98105,987.0282313357121,Munich,Q1726,48.1375,11.575,Nantes,Q12191,47.217222222222,-1.5538888888889
1242,Trondheim - Sandefjord,97986,479.4794617271683,Trondheim,Q25804,63.44,10.4,Sandefjord,Q109005,59.12881,10.21971
1243,Seville - Eindhoven,97969,1803.7027667453563,Seville,Q8717,37.383333333333,-5.9833333333333,Eindhoven,Q9832,51.434444444444,5.4841666666667
1244,Rome - Kraków,97675,1074.3265371397958,Rome,Q220,41.893055555556,12.482777777778,Kraków,Q31487,50.061388888889,19.937222222222
1245,Geneva - Naples,97665,883.8658633672362,Geneva,Q71,46.2,6.15,Naples,Q2634,40.833333333333,14.25
1246,Stuttgart - Split,97649,809.7261832745324,Stuttgart,Q1022,48.776111111111,9.1775,Split,Q1663,43.51,16.45
1247,Zürich - Birmingham,97576,936.8284728689371,Zürich,Q72,47.378611111111,8.54,Birmingham,Q2256,52.48,-1.9025
1248,Venice - Athens,97509,1255.598699166859,Venice,Q641,45.439722222222,12.331944444444,Athens,Q1524,37.9841666666667,23.7280555555556
1249,Prague - Bristol,97483,1202.4345589941468,Prague,Q1085,50.083333333333,14.416666666667,Bristol,Q23154,51.45,-2.5833333333333
1250,Warsaw - Gothenburg,97429,836.6214098749922,Warsaw,Q270,52.216666666667,21.033333333333,Gothenburg,Q25287,57.671706102705,11.980966694056
1251,Düsseldorf - Jerez de la Frontera,97179,1910.76324615158,Düsseldorf,Q1718,51.231144444444,6.7723805555556,Jerez de la Frontera,Q12303,36.7,-6.1166666666667
1252,Cologne - Faro,97179,1946.1366529362235,Cologne,Q365,50.942222222222,6.9577777777778,Faro,Q159457,37.0161111111111,-7.935
1253,Cologne - Porto,97034,1615.5406071088776,Cologne,Q365,50.942222222222,6.9577777777778,Porto,Q36433,41.149472222222,-8.6107777777778
1254,Budapest - Bucharest,96999,643.9379625834083,Budapest,Q1781,47.498333333333,19.040833333333,Bucharest,Q19660,44.4,26.083333333333
1255,Girona - Eindhoven,96673,1070.223632302235,Girona,Q7038,41.983333333333,2.8166666666667,Eindhoven,Q9832,51.434444444444,5.4841666666667
1256,Madrid - Bari,96331,1728.9931992124662,Madrid,Q2807,40.418888888889,-3.6919444444444,Bari,Q3519,41.125277777778,16.866666666667
1257,Alicante - Sandefjord,96301,2433.6213546669287,Alicante,Q11959,38.345277777778,-0.48305555555556,Sandefjord,Q109005,59.12881,10.21971
1258,London - Girona,95792,1082.2714645087249,London,Q84,51.507222222222,-0.1275,Girona,Q7038,41.983333333333,2.8166666666667
1259,Lisbon - Naples,95778,2006.837897597188,Lisbon,Q597,38.708042,-9.139016,Naples,Q2634,40.833333333333,14.25
1260,Ljubljana - Amsterdam,95756,990.2882710800158,Ljubljana,Q437,46.05,14.516666666667,Amsterdam,Q727,52.383333333333,4.9
1261,Warsaw - Burgas,95409,1182.804901409415,Warsaw,Q270,52.216666666667,21.033333333333,Burgas,Q6509,42.502965,27.470179
1262,Valencia - Santiago de Compostela,95236,780.5951098564519,Valencia,Q8818,39.47,-0.376388888888889,Santiago de Compostela,Q14314,42.883333333333,-8.5333333333333
1263,Prague - Bologna,95181,663.2031242617217,Prague,Q1085,50.083333333333,14.416666666667,Bologna,Q1891,44.493888888889,11.342777777778
1264,Berlin - Pisa,94798,1003.0359347044202,Berlin,Q64,52.516666666667,13.383333333333,Pisa,Q13375,43.716666666667,10.4
1265,Bucharest - Doncaster,94449,2212.071716988714,Bucharest,Q19660,44.4,26.083333333333,Doncaster,Q58900,53.5227777777778,-1.1325
1266,Madrid - Cavtat,94383,1835.4326025460537,Madrid,Q2807,40.418888888889,-3.6919444444444,Cavtat,Q221350,42.579444444444,18.220833333333
1267,Berlin - Faro,94263,2391.334901592314,Berlin,Q64,52.516666666667,13.383333333333,Faro,Q159457,37.0161111111111,-7.935
1268,Skopje - Malmö,94219,1631.1996531532927,Skopje,Q384,41.983333333333,21.433333333333,Malmö,Q2211,55.593188589918,13.021423031021
1269,Gdańsk - Malmö,94094,383.0571173381101,Gdańsk,Q1792,54.366666666667,18.633333333333,Malmö,Q2211,55.593188589918,13.021423031021
1270,Helsinki - Cavtat,94058,2008.844925558682,Helsinki,Q1757,60.17556,24.93417,Cavtat,Q221350,42.579444444444,18.220833333333
1271,Kleve - Málaga,94038,1862.7615702372261,Kleve,Q6246,51.666666666667,6.25,Málaga,Q8851,36.716666666667,-4.4166666666667
1272,Sofia - Memmingen,93947,1181.2422609200828,Sofia,Q472,42.697886,23.321726,Memmingen,Q14825,47.987777777778,10.181111111111
1273,Frankfurt - Glasgow,93862,1073.105010030587,Frankfurt,Q1794,50.113611111111,8.6797222222222,Glasgow,Q4093,55.8611111111111,-4.25
1274,London - Preveza,93566,2136.4475980391844,London,Q84,51.507222222222,-0.1275,Preveza,Q213898,38.95,20.75
1275,Amsterdam - Strasbourg,93538,469.18011191512005,Amsterdam,Q727,52.383333333333,4.9,Strasbourg,Q6602,48.573333333333,7.7522222222222
1276,Kleve - Alicante,93519,1571.3513820383284,Kleve,Q6246,51.666666666667,6.25,Alicante,Q11959,38.345277777778,-0.48305555555556
1277,Brussels - Nîmes,93320,779.4470232061971,Brussels,Q239,50.8466666666667,4.35166666666667,Nîmes,Q42807,43.836944444444,4.36
1278,Alicante - Bergen,93182,2485.0669302240512,Alicante,Q11959,38.345277777778,-0.48305555555556,Bergen,Q26793,60.3925,5.3233333333333
1279,Munich - Alicante,93019,1459.2626208239383,Munich,Q1726,48.1375,11.575,Alicante,Q11959,38.345277777778,-0.48305555555556
1280,Luxembourg - Nice,92950,662.6781204478667,Luxembourg,Q1842,49.610555555556,6.1327777777778,Nice,Q33959,43.701944444444,7.2683333333333
1281,Venice - Copenhagen,92826,1138.3575803295378,Venice,Q641,45.439722222222,12.331944444444,Copenhagen,Q1748,55.676111111111,12.568888888889
1282,Rennes - Toulouse,92807,556.6676404239164,Rennes,Q647,48.114166666667,-1.6808333333333,Toulouse,Q7880,43.604444444444,1.4438888888889
1283,Vilnius - Sandefjord,92789,1036.3548756996954,Vilnius,Q216,54.683333333333,25.283333333333,Sandefjord,Q109005,59.12881,10.21971
1284,Seville - Nantes,92521,1152.058933618721,Seville,Q8717,37.383333333333,-5.9833333333333,Nantes,Q12191,47.217222222222,-1.5538888888889
1285,London - Pescara,92468,1476.6024589296246,London,Q84,51.507222222222,-0.1275,Pescara,Q2704,42.464277777778,14.214188888889
1286,Vienna - Salzburg,92448,251.5756136981866,Vienna,Q1741,48.20833,16.373064,Salzburg,Q34713,47.7972,13.04768
1287,Paris - Vilnius,92395,1696.0443153443778,Paris,Q90,48.856944444444,2.3513888888889,Vilnius,Q216,54.683333333333,25.283333333333
1288,Milan - Thessaloniki,92325,1236.9097649495025,Milan,Q490,45.466944444444,9.19,Thessaloniki,Q17151,40.6402777777778,22.9355555555556
1289,London - Bergerac,92070,741.4977283554588,London,Q84,51.507222222222,-0.1275,Bergerac,Q187911,44.851111111111,0.48194444444444
1290,Rome - Nuremberg,91916,847.7455213202751,Rome,Q220,41.893055555556,12.482777777778,Nuremberg,Q2090,49.4538888888889,11.0775
1291,Turin - Brindisi,91910,968.4792433312195,Turin,Q495,45.066666666667,7.7,Brindisi,Q13496,40.638333333333,17.945833333333
1292,London - Perugia,91760,1323.9232836123895,London,Q84,51.507222222222,-0.1275,Perugia,Q3437,43.1121,12.3888
1293,Rome - Edinburgh,91753,1928.3809545801487,Rome,Q220,41.893055555556,12.482777777778,Edinburgh,Q23436,55.95,-3.1988888888889
1294,London - Zaragoza,91750,1097.5797810908412,London,Q84,51.507222222222,-0.1275,Zaragoza,Q10305,41.65,-0.88333333333333
1295,Paris - Aberdeen,91414,968.5409503446427,Paris,Q90,48.856944444444,2.3513888888889,Aberdeen,Q36405,57.15,-2.1
1296,Rome - Bacău,91331,1260.147859743216,Rome,Q220,41.893055555556,12.482777777778,Bacău,Q10737004,46.583333333333,26.916666666667
1297,Paris - Billund,91240,891.1436380672408,Paris,Q90,48.856944444444,2.3513888888889,Billund,Q1701099,55.730833333333,9.1152777777778
1298,Bristol - Inverness,91219,679.2299641269195,Bristol,Q23154,51.45,-2.5833333333333,Inverness,Q160493,57.483888888889,-4.2258333333333
1299,Frankfurt - Corfu,91184,1456.530831960259,Frankfurt,Q1794,50.113611111111,8.6797222222222,Corfu,Q121378,39.623888888889,19.82
1300,Geneva - Santiago de Compostela,91178,1218.639589044361,Geneva,Q71,46.2,6.15,Santiago de Compostela,Q14314,42.883333333333,-8.5333333333333
1301,Vienna - Cavtat,91020,642.2650601767978,Vienna,Q1741,48.20833,16.373064,Cavtat,Q221350,42.579444444444,18.220833333333
1302,Catania - Madrid,90699,1652.4200456327528,Catania,Q1903,37.502669444444,15.087269444444,Madrid,Q2807,40.418888888889,-3.6919444444444
1303,Valencia - Pisa,90646,1011.8355663823711,Valencia,Q8818,39.47,-0.376388888888889,Pisa,Q13375,43.716666666667,10.4
1304,Stockholm - Vaasa,90439,460.13529238253943,Stockholm,Q1754,59.329444444444,18.068611111111,Vaasa,Q125080,63.1,21.616666666667
1305,Birmingham - Corfu,90265,2187.73338901082,Birmingham,Q2256,52.48,-1.9025,Corfu,Q121378,39.623888888889,19.82
1306,Brussels - Thessaloniki,90226,1826.3058934469598,Brussels,Q239,50.8466666666667,4.35166666666667,Thessaloniki,Q17151,40.6402777777778,22.9355555555556
1307,Berlin - Kraków,89893,530.9774112107352,Berlin,Q64,52.516666666667,13.383333333333,Kraków,Q31487,50.061388888889,19.937222222222
1308,Eindhoven - Porto,89866,1569.7548221877826,Eindhoven,Q9832,51.434444444444,5.4841666666667,Porto,Q36433,41.149472222222,-8.6107777777778
1309,Rome - Stuttgart,89833,807.5848135321597,Rome,Q220,41.893055555556,12.482777777778,Stuttgart,Q1022,48.776111111111,9.1775
