ranking,route,passengers,distance_km,origin_hub,origin_hub_qid,origin_hub_latitude,origin_hub_longitude,destination_hub,destination_hub_qid,destination_hub_latitude,destination_hub_longitude
1,London - Amsterdam,4925746,358.0166975450957,London,Q84,51.507222222222,-0.1275,Amsterdam,Q727,52.383333333333,4.9
2,London - Barcelona,3387482,1139.4259151784215,London,Q84,51.507222222222,-0.1275,Barcelona,Q1492,41.3825,2.1769444444444
3,London - Edinburgh,3374774,533.6046061496281,London,Q84,51.507222222222,-0.1275,Edinburgh,Q23436,55.95,-3.1988888888889
4,Paris - Toulouse,3216294,588.1965122697903,Paris,Q90,48.856944444444,2.3513888888889,Toulouse,Q7880,43.604444444444,1.4438888888889
5,Paris - Nice,3178806,686.2228131436682,Paris,Q90,48.856944444444,2.3513888888889,Nice,Q33959,43.701944444444,7.2683333333333
6,London - Madrid,3147547,1262.9746268489828,London,Q84,51.507222222222,-0.1275,Madrid,Q2807,40.418888888889,-3.6919444444444
7,London - Milan,3031104,959.1465562331939,London,Q84,51.507222222222,-0.1275,Milan,Q490,45.466944444444,9.19
8,Paris - Barcelona,2690832,831.2336593132072,Paris,Q90,48.856944444444,2.3513888888889,Barcelona,Q1492,41.3825,2.1769444444444
9,Barcelona - Madrid,2572893,504.65329967557153,Barcelona,Q1492,41.3825,2.1769444444444,Madrid,Q2807,40.418888888889,-3.6919444444444
10,Paris - Madrid,2561787,1052.2646011563804,Paris,Q90,48.856944444444,2.3513888888889,Madrid,Q2807,40.418888888889,-3.6919444444444
11,Geneva - London,2524519,747.2262568171082,Geneva,Q71,46.2,6.15,London,Q84,51.507222222222,-0.1275
12,London - Rome,2392594,1433.9272411795625,London,Q84,51.507222222222,-0.1275,Rome,Q220,41.893055555556,12.482777777778
13,London - Glasgow,2296483,554.8263533188416,London,Q84,51.507222222222,-0.1275,Glasgow,Q4093,55.8611111111111,-4.25
14,London - Málaga,2276567,1679.1561979326618,London,Q84,51.507222222222,-0.1275,Málaga,Q8851,36.716666666667,-4.4166666666667
15,Berlin - Frankfurt,2248716,422.0685550801449,Berlin,Q64,52.516666666667,13.383333333333,Frankfurt,Q1794,50.113611111111,8.6797222222222
16,Paris - Rome,2247612,1105.3990136337454,Paris,Q90,48.856944444444,2.3513888888889,Rome,Q220,41.893055555556,12.482777777778
17,London - Copenhagen,2227971,955.5902103774966,London,Q84,51.507222222222,-0.1275,Copenhagen,Q1748,55.676111111111,12.568888888889
18,London - Lisbon,2199598,1586.4291405149581,London,Q84,51.507222222222,-0.1275,Lisbon,Q597,38.708042,-9.139016
19,Paris - Milan,2154095,639.4473092796718,Paris,Q90,48.856944444444,2.3513888888889,Milan,Q490,45.466944444444,9.19
20,London - Paris,2149539,343.46602143743775,London,Q84,51.507222222222,-0.1275,Paris,Q90,48.856944444444,2.3513888888889
21,Paris - Lisbon,2109832,1454.2009723507176,Paris,Q90,48.856944444444,2.3513888888889,Lisbon,Q597,38.708042,-9.139016
22,Oslo - Trondheim,2103647,392.83472275658573,Oslo,Q585,59.911111111111,10.752777777778,Trondheim,Q25804,63.44,10.4
23,London - Frankfurt,2067200,637.4916349761959,London,Q84,51.507222222222,-0.1275,Frankfurt,Q1794,50.113611111111,8.6797222222222
24,Milan - Catania,2023425,1012.0224254268338,Milan,Q490,45.466944444444,9.19,Catania,Q1903,37.502669444444,15.087269444444
25,Oslo - Bergen,2003549,305.1160031130857,Oslo,Q585,59.911111111111,10.752777777778,Bergen,Q26793,60.3925,5.3233333333333
26,Berlin - London,2000728,930.0792211917169,Berlin,Q64,52.516666666667,13.383333333333,London,Q84,51.507222222222,-0.1275
27,Zürich - London,1946968,775.987433581694,Zürich,Q72,47.378611111111,8.54,London,Q84,51.507222222222,-0.1275
28,Berlin - Munich,1933810,503.5346411245963,Berlin,Q64,52.516666666667,13.383333333333,Munich,Q1726,48.1375,11.575
29,London - Munich,1834163,917.9889173877879,London,Q84,51.507222222222,-0.1275,Munich,Q1726,48.1375,11.575
30,Rome - Catania,1826348,536.5670174069772,Rome,Q220,41.893055555556,12.482777777778,Catania,Q1903,37.502669444444,15.087269444444
31,London - Alicante,1783636,1463.806705980908,London,Q84,51.507222222222,-0.1275,Alicante,Q11959,38.345277777778,-0.48305555555556
32,Hamburg - Munich,1740129,611.8773623030654,Hamburg,Q1055,53.55,10,Munich,Q1726,48.1375,11.575
33,London - Budapest,1685154,1449.2376277368448,London,Q84,51.507222222222,-0.1275,Budapest,Q1781,47.498333333333,19.040833333333
34,Oslo - Stavanger,1681182,303.6004547478084,Oslo,Q585,59.911111111111,10.752777777778,Stavanger,Q25416,58.97,5.71
35,Rome - Madrid,1660456,1361.9871909689095,Rome,Q220,41.893055555556,12.482777777778,Madrid,Q2807,40.418888888889,-3.6919444444444
36,London - Stockholm,1611394,1432.7880855392498,London,Q84,51.507222222222,-0.1275,Stockholm,Q1754,59.329444444444,18.068611111111
37,Rome - Palermo,1580569,426.63333968885854,Rome,Q220,41.893055555556,12.482777777778,Palermo,Q2656,38.115658,13.361262
38,London - Faro,1563209,1724.7379441406047,London,Q84,51.507222222222,-0.1275,Faro,Q159457,37.0161111111111,-7.935
39,Paris - Marseille,1558924,660.6981835672751,Paris,Q90,48.856944444444,2.3513888888889,Marseille,Q23482,43.296666666667,5.3763888888889
40,Lisbon - Madrid,1558588,504.08734485907297,Lisbon,Q597,38.708042,-9.139016,Madrid,Q2807,40.418888888889,-3.6919444444444
41,Paris - Porto,1545970,1213.1401967728991,Paris,Q90,48.856944444444,2.3513888888889,Porto,Q36433,41.149472222222,-8.6107777777778
42,Milan - Palermo,1539436,887.2399461879802,Milan,Q490,45.466944444444,9.19,Palermo,Q2656,38.115658,13.361262
43,Düsseldorf - Munich,1488008,487.3652585013218,Düsseldorf,Q1718,51.231144444444,6.7723805555556,Munich,Q1726,48.1375,11.575
44,London - Nice,1479686,1028.7353902946138,London,Q84,51.507222222222,-0.1275,Nice,Q33959,43.701944444444,7.2683333333333
45,Oslo - Copenhagen,1467630,483.00688986632605,Oslo,Q585,59.911111111111,10.752777777778,Copenhagen,Q1748,55.676111111111,12.568888888889
46,Berlin - Cologne,1434719,475.70077080678317,Berlin,Q64,52.516666666667,13.383333333333,Cologne,Q365,50.942222222222,6.9577777777778
47,Milan - Madrid,1429719,1187.3774663519675,Milan,Q490,45.466944444444,9.19,Madrid,Q2807,40.418888888889,-3.6919444444444
48,Hamburg - Frankfurt,1426018,392.71342208617017,Hamburg,Q1055,53.55,10,Frankfurt,Q1794,50.113611111111,8.6797222222222
49,London - Athens,1410148,2391.6090175711734,London,Q84,51.507222222222,-0.1275,Athens,Q1524,37.9841666666667,23.7280555555556
50,Rome - Barcelona,1399202,857.8041211345702,Rome,Q220,41.893055555556,12.482777777778,Barcelona,Q1492,41.3825,2.1769444444444
51,London - Warsaw,1391764,1450.0660320706606,London,Q84,51.507222222222,-0.1275,Warsaw,Q270,52.216666666667,21.033333333333
52,Copenhagen - Stockholm,1387160,522.1191612562617,Copenhagen,Q1748,55.676111111111,12.568888888889,Stockholm,Q1754,59.329444444444,18.068611111111
53,Oslo - Stockholm,1386340,416.23311033203214,Oslo,Q585,59.911111111111,10.752777777778,Stockholm,Q1754,59.329444444444,18.068611111111
54,Paris - Amsterdam,1386065,431.3067577255499,Paris,Q90,48.856944444444,2.3513888888889,Amsterdam,Q727,52.383333333333,4.9
55,Amsterdam - Barcelona,1382718,1240.3853409313103,Amsterdam,Q727,52.383333333333,4.9,Barcelona,Q1492,41.3825,2.1769444444444
56,Stockholm - Helsinki,1381565,395.70213704599234,Stockholm,Q1754,59.329444444444,18.068611111111,Helsinki,Q1757,60.17556,24.93417
57,London - Oslo,1378423,1153.5468720859458,London,Q84,51.507222222222,-0.1275,Oslo,Q585,59.911111111111,10.752777777778
58,Milan - Naples,1375113,658.4689656983418,Milan,Q490,45.466944444444,9.19,Naples,Q2634,40.833333333333,14.25
59,London - Bucharest,1362762,2091.6371998570826,London,Q84,51.507222222222,-0.1275,Bucharest,Q19660,44.4,26.083333333333
60,London - Vienna,1353717,1235.330081772619,London,Q84,51.507222222222,-0.1275,Vienna,Q1741,48.20833,16.373064
61,London - Prague,1333907,1032.659878514326,London,Q84,51.507222222222,-0.1275,Prague,Q1085,50.083333333333,14.416666666667
62,Athens - Thessaloniki,1330965,303.10992791282763,Athens,Q1524,37.9841666666667,23.7280555555556,Thessaloniki,Q17151,40.6402777777778,22.9355555555556
63,London - Venice,1320048,1137.1668116423882,London,Q84,51.507222222222,-0.1275,Venice,Q641,45.439722222222,12.331944444444
64,Basel - London,1307590,708.457768414084,Basel,Q78,47.560555555556,7.5905555555556,London,Q84,51.507222222222,-0.1275
65,Milan - Barcelona,1300182,725.498987848156,Milan,Q490,45.466944444444,9.19,Barcelona,Q1492,41.3825,2.1769444444444
66,Berlin - Paris,1287129,876.0017178927507,Berlin,Q64,52.516666666667,13.383333333333,Paris,Q90,48.856944444444,2.3513888888889
67,Berlin - Stuttgart,1234360,510.6338736734926,Berlin,Q64,52.516666666667,13.383333333333,Stuttgart,Q1022,48.776111111111,9.1775
68,Berlin - Düsseldorf,1233050,475.6264411038044,Berlin,Q64,52.516666666667,13.383333333333,Düsseldorf,Q1718,51.231144444444,6.7723805555556
69,Paris - Bordeaux,1218505,499.31538415494924,Paris,Q90,48.856944444444,2.3513888888889,Bordeaux,Q1479,44.837777777778,-0.57944444444444
70,Milan - Lamezia Terme,1212028,929.4079634414394,Milan,Q490,45.466944444444,9.19,Lamezia Terme,Q53643,38.966666666667,16.3
71,Paris - Venice,1210459,844.1146878222092,Paris,Q90,48.856944444444,2.3513888888889,Venice,Q641,45.439722222222,12.331944444444
72,Oslo - Tromsø,1210362,1149.507793436421,Oslo,Q585,59.911111111111,10.752777777778,Tromsø,Q26087,69.666667,18.933333
73,Milan - Amsterdam,1207604,830.112362285536,Milan,Q490,45.466944444444,9.19,Amsterdam,Q727,52.383333333333,4.9
74,Rome - Milan,1192843,477.4397261213013,Rome,Q220,41.893055555556,12.482777777778,Milan,Q490,45.466944444444,9.19
75,Brussels - Madrid,1191413,1315.6099063281918,Brussels,Q239,50.8466666666667,4.35166666666667,Madrid,Q2807,40.418888888889,-3.6919444444444
76,Berlin - Zürich,1164277,667.8690471647603,Berlin,Q64,52.516666666667,13.383333333333,Zürich,Q72,47.378611111111,8.54
77,Milan - Bari,1159657,786.1930262233807,Milan,Q490,45.466944444444,9.19,Bari,Q3519,41.125277777778,16.866666666667
78,Amsterdam - Madrid,1144665,1482.1458047571189,Amsterdam,Q727,52.383333333333,4.9,Madrid,Q2807,40.418888888889,-3.6919444444444
79,Munich - Frankfurt,1136524,304.3702693082124,Munich,Q1726,48.1375,11.575,Frankfurt,Q1794,50.113611111111,8.6797222222222
80,Stockholm - Gothenburg,1129207,398.6293933043788,Stockholm,Q1754,59.329444444444,18.068611111111,Gothenburg,Q25287,57.671706102705,11.980966694056
81,Amsterdam - Copenhagen,1109819,619.8580373409148,Amsterdam,Q727,52.383333333333,4.9,Copenhagen,Q1748,55.676111111111,12.568888888889
82,Vienna - Frankfurt,1108897,597.8443087819975,Vienna,Q1741,48.20833,16.373064,Frankfurt,Q1794,50.113611111111,8.6797222222222
83,Brussels - Barcelona,1074211,1065.508298798098,Brussels,Q239,50.8466666666667,4.35166666666667,Barcelona,Q1492,41.3825,2.1769444444444
84,Frankfurt - Madrid,1069097,1445.2016069253857,Frankfurt,Q1794,50.113611111111,8.6797222222222,Madrid,Q2807,40.418888888889,-3.6919444444444
85,Amsterdam - Manchester,1067164,492.8891854690319,Amsterdam,Q727,52.383333333333,4.9,Manchester,Q18125,53.466666666667,-2.2333333333333
86,Geneva - Paris,1059013,410.540661966879,Geneva,Q71,46.2,6.15,Paris,Q90,48.856944444444,2.3513888888889
87,Rome - Amsterdam,1048073,1298.1599933808006,Rome,Q220,41.893055555556,12.482777777778,Amsterdam,Q727,52.383333333333,4.9
88,London - Helsinki,1047343,1820.9013794749205,London,Q84,51.507222222222,-0.1275,Helsinki,Q1757,60.17556,24.93417
89,Stockholm - Luleå,1046092,726.6691756753603,Stockholm,Q1754,59.329444444444,18.068611111111,Luleå,Q26268,65.583820878214,22.191498303076
90,Barcelona - Seville,1045029,829.8686666621859,Barcelona,Q1492,41.3825,2.1769444444444,Seville,Q8717,37.383333333333,-5.9833333333333
91,Paris - Frankfurt,1041037,477.84733668371473,Paris,Q90,48.856944444444,2.3513888888889,Frankfurt,Q1794,50.113611111111,8.6797222222222
92,Barcelona - Frankfurt,1034545,1093.1443091313017,Barcelona,Q1492,41.3825,2.1769444444444,Frankfurt,Q1794,50.113611111111,8.6797222222222
93,Stockholm - Malmö,1023098,513.2361245217453,Stockholm,Q1754,59.329444444444,18.068611111111,Malmö,Q2211,55.593188589918,13.021423031021
94,Cologne - Munich,1017011,456.1940480099948,Cologne,Q365,50.942222222222,6.9577777777778,Munich,Q1726,48.1375,11.575
95,Paris - Munich,1014022,683.8953102807346,Paris,Q90,48.856944444444,2.3513888888889,Munich,Q1726,48.1375,11.575
96,Lisbon - Porto,1008951,275.1846351679675,Lisbon,Q597,38.708042,-9.139016,Porto,Q36433,41.149472222222,-8.6107777777778
97,Lisbon - Barcelona,1008288,1007.2385849986694,Lisbon,Q597,38.708042,-9.139016,Barcelona,Q1492,41.3825,2.1769444444444
98,London - Düsseldorf,1008254,479.787154558551,London,Q84,51.507222222222,-0.1275,Düsseldorf,Q1718,51.231144444444,6.7723805555556
99,Berlin - Amsterdam,1002022,574.7607966299738,Berlin,Q64,52.516666666667,13.383333333333,Amsterdam,Q727,52.383333333333,4.9
100,Paris - Montpellier,989305,594.9861758679302,Paris,Q90,48.856944444444,2.3513888888889,Montpellier,Q6441,43.610919444444,3.8772305555556
101,London - Hamburg,977778,721.0274186266523,London,Q84,51.507222222222,-0.1275,Hamburg,Q1055,53.55,10
102,Zürich - Amsterdam,976448,614.3910127190379,Zürich,Q72,47.378611111111,8.54,Amsterdam,Q727,52.383333333333,4.9
103,Paris - Vienna,972444,1033.4962099927234,Paris,Q90,48.856944444444,2.3513888888889,Vienna,Q1741,48.20833,16.373064
104,Madrid - Porto,969958,421.9676204441305,Madrid,Q2807,40.418888888889,-3.6919444444444,Porto,Q36433,41.149472222222,-8.6107777777778
105,Amsterdam - Munich,969878,668.8406258013623,Amsterdam,Q727,52.383333333333,4.9,Munich,Q1726,48.1375,11.575
106,Berlin - Vienna,965728,523.793896515293,Berlin,Q64,52.516666666667,13.383333333333,Vienna,Q1741,48.20833,16.373064
107,Helsinki - Oulu,956926,538.7278194335577,Helsinki,Q1757,60.17556,24.93417,Oulu,Q47048,65.0141666666667,25.4719444444444
108,Amsterdam - Vienna,944540,936.3877221632902,Amsterdam,Q727,52.383333333333,4.9,Vienna,Q1741,48.20833,16.373064
109,Zürich - Vienna,939525,592.0992591781381,Zürich,Q72,47.378611111111,8.54,Vienna,Q1741,48.20833,16.373064
110,Milan - Frankfurt,938626,518.0873487567926,Milan,Q490,45.466944444444,9.19,Frankfurt,Q1794,50.113611111111,8.6797222222222
111,Lisbon - Amsterdam,927675,1865.7643226211994,Lisbon,Q597,38.708042,-9.139016,Amsterdam,Q727,52.383333333333,4.9
112,London - Sofia,911299,2014.4905438986275,London,Q84,51.507222222222,-0.1275,Sofia,Q472,42.697886,23.321726
113,Brussels - Lisbon,906942,1713.5683929341822,Brussels,Q239,50.8466666666667,4.35166666666667,Lisbon,Q597,38.708042,-9.139016
114,Paris - Athens,903385,2095.9302473974194,Paris,Q90,48.856944444444,2.3513888888889,Athens,Q1524,37.9841666666667,23.7280555555556
115,Rome - Brussels,902121,1173.3107363692952,Rome,Q220,41.893055555556,12.482777777778,Brussels,Q239,50.8466666666667,4.35166666666667
116,Munich - Madrid,900794,1483.572490860877,Munich,Q1726,48.1375,11.575,Madrid,Q2807,40.418888888889,-3.6919444444444
117,Basel - Amsterdam,895480,569.6411252804006,Basel,Q78,47.560555555556,7.5905555555556,Amsterdam,Q727,52.383333333333,4.9
118,Brussels - Milan,894046,697.2494015984272,Brussels,Q239,50.8466666666667,4.35166666666667,Milan,Q490,45.466944444444,9.19
119,Berlin - Basel,890412,688.6286976951294,Berlin,Q64,52.516666666667,13.383333333333,Basel,Q78,47.560555555556,7.5905555555556
120,Barcelona - Munich,889281,1054.3516066232698,Barcelona,Q1492,41.3825,2.1769444444444,Munich,Q1726,48.1375,11.575
121,London - Kraków,888423,1415.2047809098026,London,Q84,51.507222222222,-0.1275,Kraków,Q31487,50.061388888889,19.937222222222
122,Milan - Brindisi,886599,890.4401719008341,Milan,Q490,45.466944444444,9.19,Brindisi,Q13496,40.638333333333,17.945833333333
123,Paris - Copenhagen,884182,1026.7273018646918,Paris,Q90,48.856944444444,2.3513888888889,Copenhagen,Q1748,55.676111111111,12.568888888889
124,London - Naples,881458,1617.3970594843615,London,Q84,51.507222222222,-0.1275,Naples,Q2634,40.833333333333,14.25
125,Amsterdam - Frankfurt,881423,364.47109407241464,Amsterdam,Q727,52.383333333333,4.9,Frankfurt,Q1794,50.113611111111,8.6797222222222
126,Paris - Prague,876959,881.4268207662773,Paris,Q90,48.856944444444,2.3513888888889,Prague,Q1085,50.083333333333,14.416666666667
127,Amsterdam - Stockholm,863648,1124.1683344245293,Amsterdam,Q727,52.383333333333,4.9,Stockholm,Q1754,59.329444444444,18.068611111111
128,Stockholm - Umeå,860572,513.5837514449181,Stockholm,Q1754,59.329444444444,18.068611111111,Umeå,Q25579,63.828453583518,20.270566462023
129,Lisbon - Frankfurt,855487,1891.5736445616249,Lisbon,Q597,38.708042,-9.139016,Frankfurt,Q1794,50.113611111111,8.6797222222222
130,Barcelona - Málaga,848964,769.8684306665356,Barcelona,Q1492,41.3825,2.1769444444444,Málaga,Q8851,36.716666666667,-4.4166666666667
131,Copenhagen - Helsinki,848433,882.921815099004,Copenhagen,Q1748,55.676111111111,12.568888888889,Helsinki,Q1757,60.17556,24.93417
132,Oslo - Bodø,837447,838.6696579478402,Oslo,Q585,59.911111111111,10.752777777778,Bodø,Q39383,67.28267,14.37513
133,Madrid - Bilbao,835758,322.0269661698039,Madrid,Q2807,40.418888888889,-3.6919444444444,Bilbao,Q8692,43.262222222222,-2.9533333333333
134,Rome - Athens,824882,1051.5575492514965,Rome,Q220,41.893055555556,12.482777777778,Athens,Q1524,37.9841666666667,23.7280555555556
135,London - Porto,822908,1321.133754213532,London,Q84,51.507222222222,-0.1275,Porto,Q36433,41.149472222222,-8.6107777777778
136,Paris - Málaga,803002,1457.0952344329708,Paris,Q90,48.856944444444,2.3513888888889,Málaga,Q8851,36.716666666667,-4.4166666666667
137,London - Bologna,793826,1153.6367864099643,London,Q84,51.507222222222,-0.1275,Bologna,Q1891,44.493888888889,11.342777777778
138,Rome - Frankfurt,785762,959.7885806529727,Rome,Q220,41.893055555556,12.482777777778,Frankfurt,Q1794,50.113611111111,8.6797222222222
139,London - Aberdeen,784738,640.2810009541878,London,Q84,51.507222222222,-0.1275,Aberdeen,Q36405,57.15,-2.1
140,London - Pisa,783420,1169.5422702560527,London,Q84,51.507222222222,-0.1275,Pisa,Q13375,43.716666666667,10.4
141,Copenhagen - Aalborg,777719,223.6342191745865,Copenhagen,Q1748,55.676111111111,12.568888888889,Aalborg,Q25410,57.05,9.9166666666667
142,Düsseldorf - Vienna,770693,766.8977376431676,Düsseldorf,Q1718,51.231144444444,6.7723805555556,Vienna,Q1741,48.20833,16.373064
143,Rome - Bari,761887,374.8428505421855,Rome,Q220,41.893055555556,12.482777777778,Bari,Q3519,41.125277777778,16.866666666667
144,Amsterdam - Prague,758629,709.5734639446296,Amsterdam,Q727,52.383333333333,4.9,Prague,Q1085,50.083333333333,14.416666666667
145,Zürich - Düsseldorf,747857,447.10646495006586,Zürich,Q72,47.378611111111,8.54,Düsseldorf,Q1718,51.231144444444,6.7723805555556
146,Alicante - Manchester,742503,1686.7360442291858,Alicante,Q11959,38.345277777778,-0.48305555555556,Manchester,Q18125,53.466666666667,-2.2333333333333
147,Amsterdam - Helsinki,739393,1500.395681684691,Amsterdam,Q727,52.383333333333,4.9,Helsinki,Q1757,60.17556,24.93417
148,Stuttgart - Hamburg,736612,533.9123992714353,Stuttgart,Q1022,48.776111111111,9.1775,Hamburg,Q1055,53.55,10
149,Budapest - Frankfurt,723922,811.7563843929962,Budapest,Q1781,47.498333333333,19.040833333333,Frankfurt,Q1794,50.113611111111,8.6797222222222
150,Zürich - Paris,723610,487.7562654993464,Zürich,Q72,47.378611111111,8.54,Paris,Q90,48.856944444444,2.3513888888889
151,Oslo - Amsterdam,721489,911.3496013755682,Oslo,Q585,59.911111111111,10.752777777778,Amsterdam,Q727,52.383333333333,4.9
152,Madrid - Santiago de Compostela,719748,486.59307638336224,Madrid,Q2807,40.418888888889,-3.6919444444444,Santiago de Compostela,Q14314,42.883333333333,-8.5333333333333
153,Hamburg - Vienna,719255,742.830525700037,Hamburg,Q1055,53.55,10,Vienna,Q1741,48.20833,16.373064
154,Rome - Lisbon,717654,1862.273114728941,Rome,Q220,41.893055555556,12.482777777778,Lisbon,Q597,38.708042,-9.139016
155,Rome - Munich,717631,697.9940635648771,Rome,Q220,41.893055555556,12.482777777778,Munich,Q1726,48.1375,11.575
156,Basel - Barcelona,713056,809.7455026784409,Basel,Q78,47.560555555556,7.5905555555556,Barcelona,Q1492,41.3825,2.1769444444444
157,Paris - Stockholm,711279,1543.563166649408,Paris,Q90,48.856944444444,2.3513888888889,Stockholm,Q1754,59.329444444444,18.068611111111
158,London - Toulouse,707568,886.5694880232038,London,Q84,51.507222222222,-0.1275,Toulouse,Q7880,43.604444444444,1.4438888888889
159,Geneva - Amsterdam,706238,693.477626751062,Geneva,Q71,46.2,6.15,Amsterdam,Q727,52.383333333333,4.9
160,Amsterdam - Birmingham,702870,461.1400781803774,Amsterdam,Q727,52.383333333333,4.9,Birmingham,Q2256,52.48,-1.9025
161,Paris - Lyon,696260,392.27037573966146,Paris,Q90,48.856944444444,2.3513888888889,Lyon,Q456,45.758888888889,4.8413888888889
162,Stockholm - Frankfurt,695712,1186.4473242607557,Stockholm,Q1754,59.329444444444,18.068611111111,Frankfurt,Q1794,50.113611111111,8.6797222222222
163,Barcelona - Porto,692936,901.4326479583815,Barcelona,Q1492,41.3825,2.1769444444444,Porto,Q36433,41.149472222222,-8.6107777777778
164,Zürich - Hamburg,692724,693.9254677714669,Zürich,Q72,47.378611111111,8.54,Hamburg,Q1055,53.55,10
165,Zürich - Madrid,691185,1246.277449067589,Zürich,Q72,47.378611111111,8.54,Madrid,Q2807,40.418888888889,-3.6919444444444
166,Geneva - Porto,687568,1310.5413214559442,Geneva,Q71,46.2,6.15,Porto,Q36433,41.149472222222,-8.6107777777778
167,Madrid - Vigo,683930,466.3291029547838,Madrid,Q2807,40.418888888889,-3.6919444444444,Vigo,Q8745,42.235833333333,-8.7266666666667
168,Paris - Manchester,683651,603.8257495630387,Paris,Q90,48.856944444444,2.3513888888889,Manchester,Q18125,53.466666666667,-2.2333333333333
169,Madrid - A Coruña,680075,508.0165552181151,Madrid,Q2807,40.418888888889,-3.6919444444444,A Coruña,Q8757,43.366666666667,-8.3833333333333009
170,Amsterdam - Edinburgh,680043,659.0379347943344,Amsterdam,Q727,52.383333333333,4.9,Edinburgh,Q23436,55.95,-3.1988888888889
171,Brussels - Málaga,677733,1718.7824350828564,Brussels,Q239,50.8466666666667,4.35166666666667,Málaga,Q8851,36.716666666667,-4.4166666666667
172,London - Brussels,675583,320.70961449061707,London,Q84,51.507222222222,-0.1275,Brussels,Q239,50.8466666666667,4.35166666666667
173,Copenhagen - Frankfurt,661848,671.0323925592178,Copenhagen,Q1748,55.676111111111,12.568888888889,Frankfurt,Q1794,50.113611111111,8.6797222222222
174,Zürich - Barcelona,657543,836.1970050632154,Zürich,Q72,47.378611111111,8.54,Barcelona,Q1492,41.3825,2.1769444444444
175,Amsterdam - Málaga,656557,1888.3540195964747,Amsterdam,Q727,52.383333333333,4.9,Málaga,Q8851,36.716666666667,-4.4166666666667
176,Oslo - Ålesund,654853,376.32428008583605,Oslo,Q585,59.911111111111,10.752777777778,Ålesund,Q62266,62.4712388888889,6.15423888888889
177,Zürich - Frankfurt,652094,304.29094547825304,Zürich,Q72,47.378611111111,8.54,Frankfurt,Q1794,50.113611111111,8.6797222222222
178,Berlin - Barcelona,647544,1498.3417089182315,Berlin,Q64,52.516666666667,13.383333333333,Barcelona,Q1492,41.3825,2.1769444444444
179,Basel - Pristina,641590,1193.9865928155723,Basel,Q78,47.560555555556,7.5905555555556,Pristina,Q25270,42.666666666667,21.166666666667
180,Geneva - Barcelona,640835,623.2285886869047,Geneva,Q71,46.2,6.15,Barcelona,Q1492,41.3825,2.1769444444444
181,Paris - Warsaw,640597,1367.8022682712826,Paris,Q90,48.856944444444,2.3513888888889,Warsaw,Q270,52.216666666667,21.033333333333
182,Barcelona - Vienna,639550,1349.740752079408,Barcelona,Q1492,41.3825,2.1769444444444,Vienna,Q1741,48.20833,16.373064
183,Brussels - Warsaw,637949,1161.2841139911836,Brussels,Q239,50.8466666666667,4.35166666666667,Warsaw,Q270,52.216666666667,21.033333333333
184,Vienna - Bucharest,633829,856.8173410590603,Vienna,Q1741,48.20833,16.373064,Bucharest,Q19660,44.4,26.083333333333
185,Paris - Biarritz,631360,669.0976401799466,Paris,Q90,48.856944444444,2.3513888888889,Biarritz,Q132790,43.480555555556,-1.5572222222222
186,Berlin - Madrid,629987,1866.9756546836315,Berlin,Q64,52.516666666667,13.383333333333,Madrid,Q2807,40.418888888889,-3.6919444444444
187,Geneva - Zürich,628620,224.22523688337733,Geneva,Q71,46.2,6.15,Zürich,Q72,47.378611111111,8.54
188,Berlin - Copenhagen,626152,355.29938383985717,Berlin,Q64,52.516666666667,13.383333333333,Copenhagen,Q1748,55.676111111111,12.568888888889
189,Geneva - Lisbon,625362,1501.7419847636702,Geneva,Q71,46.2,6.15,Lisbon,Q597,38.708042,-9.139016
190,London - Lyon,623617,735.7304521211217,London,Q84,51.507222222222,-0.1275,Lyon,Q456,45.758888888889,4.8413888888889
191,Paris - Bucharest,623173,1870.1556358966777,Paris,Q90,48.856944444444,2.3513888888889,Bucharest,Q19660,44.4,26.083333333333
192,Barcelona - Bilbao,622601,470.61409677210304,Barcelona,Q1492,41.3825,2.1769444444444,Bilbao,Q8692,43.262222222222,-2.9533333333333
193,Berlin - Milan,619598,841.1236097390538,Berlin,Q64,52.516666666667,13.383333333333,Milan,Q490,45.466944444444,9.19
194,Athens - Frankfurt,617632,1800.2435596767716,Athens,Q1524,37.9841666666667,23.7280555555556,Frankfurt,Q1794,50.113611111111,8.6797222222222
195,London - Marseille,613420,1001.8501773681197,London,Q84,51.507222222222,-0.1275,Marseille,Q23482,43.296666666667,5.3763888888889
196,Geneva - Brussels,612419,533.3461509904002,Geneva,Q71,46.2,6.15,Brussels,Q239,50.8466666666667,4.35166666666667
197,Rome - Bucharest,610082,1136.575770785587,Rome,Q220,41.893055555556,12.482777777778,Bucharest,Q19660,44.4,26.083333333333
198,Brussels - Alicante,610038,1441.0328163804218,Brussels,Q239,50.8466666666667,4.35166666666667,Alicante,Q11959,38.345277777778,-0.48305555555556
199,Oslo - Narvik,604761,1000.4132478363979,Oslo,Q585,59.911111111111,10.752777777778,Narvik,Q59101,68.43828,17.42777
200,London - Riga,603648,1676.4365879756524,London,Q84,51.507222222222,-0.1275,Riga,Q1773,56.9475,24.106944444444
201,Milan - Lisbon,599301,1683.62496549089,Milan,Q490,45.466944444444,9.19,Lisbon,Q597,38.708042,-9.139016
202,Brussels - Copenhagen,597751,765.2724944529233,Brussels,Q239,50.8466666666667,4.35166666666667,Copenhagen,Q1748,55.676111111111,12.568888888889
