occurrenceID,verbatimScientificName,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,eventDate,day,month,year,collectionCode,catalogNumber,license,rightsHolder,recordedBy,issue
URN:catalog:CLO:EBIRD:OBS818897305,Phoenicopterus roseus,TR,ÖKA Sultansazlığı--Sultansazlığı Kuş Cenneti,Kayseri,PRESENT,10,e2e717bf-551a-4917-bdc9-4fa0f342c530,38.3297,35.2386,2019-10-20T00:00:00Z,20,10,2019,EBIRD,OBS818897305,CC0_1_0,NA,obsr416822,NA
URN:catalog:CLO:EBIRD_ESP:OBS813354920,Alcedo atthis,ES,Brazo del Este--Área General,Andalucía,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.116,-6.03767,2019-10-06T00:00:00Z,6,10,2019,EBIRD_ESP,OBS813354920,CC0_1_0,NA,obsr686536,NA
URN:catalog:CLO:EBIRD_ESP:OBS813350979,Alcedo atthis,ES,Plasencia--Paseo fluvial,Extremadura,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.0376,-6.06928,2019-10-06T00:00:00Z,6,10,2019,EBIRD_ESP,OBS813350979,CC0_1_0,NA,obsr891319,NA
URN:catalog:CLO:EBIRD:OBS815989390,Phoenicopterus roseus,PT,Lagoa dos Salgados,Faro,PRESENT,85,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.0947,-8.33137,2019-10-13T00:00:00Z,13,10,2019,EBIRD,OBS815989390,CC0_1_0,NA,obsr963387,NA
URN:catalog:CLO:EBIRD:OBS820259354,Phoenicopterus roseus,IT,Lago di Burano,Toscana,PRESENT,40,e2e717bf-551a-4917-bdc9-4fa0f342c530,42.4044,11.3694,2019-10-24T00:00:00Z,24,10,2019,EBIRD,OBS820259354,CC0_1_0,NA,obsr178682,NA
URN:catalog:CLO:EBIRD:OBS812891204,Alcedo atthis,PT,Foz da ribeira do Vale Vaqueiro,Santarém,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,39.471,-8.02694,2019-10-05T00:00:00Z,5,10,2019,EBIRD,OBS812891204,CC0_1_0,NA,obsr1018306,NA
URN:catalog:CLO:EBIRD:OBS813372825,Alcedo atthis,PT,PN Ria Formosa--Praia dos Cavacos,Faro,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.0374,-7.79699,2019-10-06T00:00:00Z,6,10,2019,EBIRD,OBS813372825,CC0_1_0,NA,obsr612938,NA
URN:catalog:CLO:EBIRD:OBS818283333,Alcedo atthis,CZ,Holýšov--city,Plzenský kraj,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.5933,13.1013,2019-10-19T00:00:00Z,19,10,2019,EBIRD,OBS818283333,CC0_1_0,NA,obsr1001326,NA
URN:catalog:CLO:EBIRD_ESP:OBS815445291,Alcedo atthis,ES,Arteixo--Praia de Alba-Sabón,Galicia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,43.3286,-8.50866,2019-10-12T00:00:00Z,12,10,2019,EBIRD_ESP,OBS815445291,CC0_1_0,NA,obsr953094,NA
URN:catalog:CLO:EBIRD:OBS815327508,Phoenicopterus roseus,PT,"(40.7761,-8.6924)",Aveiro,PRESENT,10,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.7761,-8.69242,2019-10-10T00:00:00Z,10,10,2019,EBIRD,OBS815327508,CC0_1_0,NA,obsr802162,NA
URN:catalog:CLO:EBIRD:OBS815250882,Alcedo atthis,DE,Trier--Mosel Staustufe,Rheinland-Pfalz,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.7282,6.62367,2019-10-11T00:00:00Z,11,10,2019,EBIRD,OBS815250882,CC0_1_0,NA,obsr668021,NA
URN:catalog:CLO:EBIRD:OBS815196925,Alcedo atthis,ES,Humedal de Bolue,País Vasco,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,43.3458,-2.99652,2019-10-11T00:00:00Z,11,10,2019,EBIRD,OBS815196925,CC0_1_0,NA,obsr1452500,NA
URN:catalog:CLO:EBIRD:OBS814346891,Alcedo atthis,ES,"Camí de l'Anglès, Sant Carles de la Ràpita ES-Catalonia (40.6330,0.6441)",Cataluña,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.633,0.644053,2019-10-08T00:00:00Z,8,10,2019,EBIRD,OBS814346891,CC0_1_0,NA,obsr98119,NA
URN:catalog:CLO:EBIRD:OBS814344244,Alcedo atthis,ES,"Crevillente, Comunidad Valenciana, ES (38,189, -0,788)",Valenciana Comunidad,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,38.1891,-0.788128,2019-10-08T00:00:00Z,8,10,2019,EBIRD,OBS814344244,CC0_1_0,NA,obsr799554,NA
URN:catalog:CLO:EBIRD:OBS820063478,Alcedo atthis,DE,Dortmund--Scharnhorst (Hochwasserrückhaltebecken),Nordrhein-Westfalen,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,51.5405,7.53523,2019-10-23T00:00:00Z,23,10,2019,EBIRD,OBS820063478,CC0_1_0,NA,obsr742118,NA
URN:catalog:CLO:EBIRD:OBS819627393,Alcedo atthis,DE,Ümminger See Bochum,Nordrhein-Westfalen,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,51.4681,7.29034,2019-10-22T00:00:00Z,22,10,2019,EBIRD,OBS819627393,CC0_1_0,NA,obsr538261,NA
URN:catalog:CLO:EBIRD:OBS817383662,Alcedo atthis,ES,"26 Estación, Palma del Río, Andalucía, ES (37,718, -5,294)",Andalucía,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.7175,-5.29363,2019-10-17T00:00:00Z,17,10,2019,EBIRD,OBS817383662,CC0_1_0,NA,obsr835111,NA
URN:catalog:CLO:EBIRD:OBS813780296,Phoenicopterus roseus,ES,Delta de l'Ebre PNat--Riet Vell,Cataluña,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.6627,0.775258,2019-10-07T00:00:00Z,7,10,2019,EBIRD,OBS813780296,CC0_1_0,NA,obsr537276,NA
URN:catalog:CLO:EBIRD:OBS813590675,Alcedo atthis,ES,"Soria, Paseo de la Rumba/Desembocadura del Río Golmayo",Castilla y León,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,41.7505,-2.47065,2019-10-06T00:00:00Z,6,10,2019,EBIRD,OBS813590675,CC0_1_0,NA,obsr1315369,NA
URN:catalog:CLO:EBIRD:OBS813585130,Alcedo atthis,PT,Lagoa dos Salgados,Faro,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.0947,-8.33137,2019-10-06T00:00:00Z,6,10,2019,EBIRD,OBS813585130,CC0_1_0,NA,obsr728388,NA
URN:catalog:CLO:EBIRD_ESP:OBS818984389,Alcedo atthis,ES,Sureste PNat--Soto de las Juntas,Madrid Comunidad de,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.3128,-3.52853,2019-10-19T00:00:00Z,19,10,2019,EBIRD_ESP,OBS818984389,CC0_1_0,NA,obsr630498,NA
URN:catalog:CLO:EBIRD:OBS818908275,Alcedo atthis,ES,"Xove--Lago, Area general (piscifactoría, charcas, marisma, praia e enseada)",Galicia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,43.7083,-7.4799,2019-10-20T00:00:00Z,20,10,2019,EBIRD,OBS818908275,CC0_1_0,NA,obsr789157,NA
URN:catalog:CLO:EBIRD:OBS816447531,Alcedo atthis,DE,Darß--Nothafengelände,Mecklenburg-Vorpommern,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,54.4712,12.5218,2019-10-14T00:00:00Z,14,10,2019,EBIRD,OBS816447531,CC0_1_0,NA,obsr499003,NA
URN:catalog:CLO:EBIRD:OBS816978726,Phoenicopterus roseus,PT,Ria de Alvor--área geral,Faro,PRESENT,30,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.1338,-8.61732,2019-10-15T00:00:00Z,15,10,2019,EBIRD,OBS816978726,CC0_1_0,NA,obsr1464051,NA
URN:catalog:CLO:EBIRD:OBS818760026,Alcedo atthis,PT,PN Litoral Norte--Foz do Rio Neiva,Braga,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,41.611,-8.80867,2019-10-20T00:00:00Z,20,10,2019,EBIRD,OBS818760026,CC0_1_0,NA,obsr966622,NA
URN:catalog:CLO:EBIRD:OBS816873213,Alcedo atthis,FR,Parc écologique Izadia / Lac du Boucau,Aquitaine,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,43.5253,-1.52026,2019-10-15T00:00:00Z,15,10,2019,EBIRD,OBS816873213,CC0_1_0,NA,obsr252981,NA
URN:catalog:CLO:EBIRD:OBS813808410,Alcedo atthis,FR,"Parc Naturel Régional des Landes de Gascogne, Le Teich FR-Aquitania (44,6388,-1,0208)",Aquitaine,PRESENT,5,e2e717bf-551a-4917-bdc9-4fa0f342c530,44.6388,-1.02079,2019-10-05T00:00:00Z,5,10,2019,EBIRD,OBS813808410,CC0_1_0,NA,obsr411078,NA
URN:catalog:CLO:EBIRD:OBS816760772,Phoenicopterus roseus,FR,Camargue—Etang de Vaccares—Egout de Roquemaure,Provence-Alpes-Côte-d'Azur,PRESENT,150,e2e717bf-551a-4917-bdc9-4fa0f342c530,43.8071,4.65671,2019-10-13T00:00:00Z,13,10,2019,EBIRD,OBS816760772,CC0_1_0,NA,obsr756781,NA
URN:catalog:CLO:EBIRD:OBS816742989,Alcedo atthis,CH,Klingnauer Stausee,Aargau,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,47.5833,8.23333,2019-10-11T00:00:00Z,11,10,2019,EBIRD,OBS816742989,CC0_1_0,NA,obsr1136389,NA
URN:catalog:CLO:EBIRD:OBS817738018,Phoenicopterus roseus,PT,Ria de Alvor--Abicada,Faro,PRESENT,51,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.1475,-8.59474,2019-10-16T00:00:00Z,16,10,2019,EBIRD,OBS817738018,CC0_1_0,NA,obsr286898,NA
URN:catalog:CLO:EBIRD:OBS818279715,Alcedo atthis,ES,Atondo--ermita Virgen de Oskia,Navarra Comunidad Foral de,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,42.8851,-1.82512,2019-10-19T00:00:00Z,19,10,2019,EBIRD,OBS818279715,CC0_1_0,NA,obsr1087771,NA
URN:catalog:CLO:EBIRD:OBS818165487,Alcedo atthis,TR,Göksu Deltası - Akgöl,Mersin,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,36.2852,33.9585,2019-10-19T00:00:00Z,19,10,2019,EBIRD,OBS818165487,CC0_1_0,NA,obsr820299,NA
URN:catalog:CLO:EBIRD:OBS816513014,Alcedo atthis,FR,Lagny-sur-Marne (ville),Île-de-France,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,48.8776,2.70556,2019-10-13T00:00:00Z,13,10,2019,EBIRD,OBS816513014,CC0_1_0,NA,obsr318770,NA
URN:catalog:CLO:EBIRD_POR:OBS816404763,Alcedo atthis,PT,Rio Gilão--Ponte de São Domingues,Faro,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.1535,-7.67315,2019-10-14T00:00:00Z,14,10,2019,EBIRD_POR,OBS816404763,CC0_1_0,NA,obsr1082222,NA
URN:catalog:CLO:EBIRD:OBS813170367,Alcedo atthis,ES,Mérida--Isla del Guadiana,Extremadura,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,38.9123,-6.3472,2019-10-05T00:00:00Z,5,10,2019,EBIRD,OBS813170367,CC0_1_0,NA,obsr821389,NA
URN:catalog:CLO:EBIRD:OBS817785624,Alcedo atthis,PT,Barrinha de Esmoriz,Aveiro,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.9654,-8.64251,2019-10-18T00:00:00Z,18,10,2019,EBIRD,OBS817785624,CC0_1_0,NA,obsr498167,NA
URN:catalog:CLO:EBIRD:OBS822248354,Alcedo atthis,PT,Herdade dos Nascedios,Beja,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.6819,-8.77057,2019-10-29T00:00:00Z,29,10,2019,EBIRD,OBS822248354,CC0_1_0,NA,obsr803752,NA
URN:catalog:CLO:EBIRD_ESP:OBS815141090,Phoenicopterus roseus,ES,Salinas de San Pedro del Pinatar,Murcia Región de,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.834,-0.774236,2019-10-11T00:00:00Z,11,10,2019,EBIRD_ESP,OBS815141090,CC0_1_0,NA,obsr725739,NA
URN:catalog:CLO:EBIRD:OBS812869039,Alcedo atthis,ES,"EX-203, Tejeda de Tiétar, Extremadura, ES (40.009, -5.915)",Extremadura,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.0092,-5.91491,2019-10-05T00:00:00Z,5,10,2019,EBIRD,OBS812869039,CC0_1_0,NA,obsr812819,NA
URN:catalog:CLO:EBIRD:OBS812633922,Alcedo atthis,ES,Corredor Verde del Guadiamar--Las Doblas,Andalucía,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.3985,-6.22712,2019-10-04T00:00:00Z,4,10,2019,EBIRD,OBS812633922,CC0_1_0,NA,obsr425626,NA
URN:catalog:CLO:EBIRD:OBS812891536,Alcedo atthis,ES,"Marismas de Santoña, Victoria y Joyel PNat--Marismas de Victoria",Cantabria,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,43.4711,-3.5169,2019-10-05T00:00:00Z,5,10,2019,EBIRD,OBS812891536,CC0_1_0,NA,obsr1175371,NA
URN:catalog:CLO:EBIRD:OBS817190282,Alcedo atthis,ES,Salamanca--Río Tormes,Castilla y León,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.958,-5.67189,2019-10-16T00:00:00Z,16,10,2019,EBIRD,OBS817190282,CC0_1_0,NA,obsr924623,NA
URN:catalog:CLO:EBIRD:OBS821706383,Alcedo atthis,TR,36SUJ59,Eskişehir,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,39.6919,31.309,2019-10-27T00:00:00Z,27,10,2019,EBIRD,OBS821706383,CC0_1_0,NA,obsr727014,NA
URN:catalog:CLO:EBIRD:OBS815969195,Alcedo atthis,DE,Frankfurt am Main--Rebstockpark,Hessen,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.1126,8.61351,2019-10-13T00:00:00Z,13,10,2019,EBIRD,OBS815969195,CC0_1_0,NA,obsr1220216,NA
URN:catalog:CLO:EBIRD:OBS821472374,Phoenicopterus roseus,ES,Embalse del Vicario--Cola de Peralvillo,Castilla-La Mancha,PRESENT,12,e2e717bf-551a-4917-bdc9-4fa0f342c530,39.0761,-3.91459,2019-10-27T00:00:00Z,27,10,2019,EBIRD,OBS821472374,CC0_1_0,NA,obsr882971,NA
URN:catalog:CLO:EBIRD_POR:OBS815018349,Alcedo atthis,PT,Albufeira de Bouça Cova,Guarda,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.6917,-7.2501,2019-10-10T00:00:00Z,10,10,2019,EBIRD_POR,OBS815018349,CC0_1_0,NA,obsr559405,NA
URN:catalog:CLO:EBIRD:OBS811931120,Alcedo atthis,PT,Ribeira da Cabrela,Lisboa,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,38.8517,-9.35251,2019-10-02T00:00:00Z,2,10,2019,EBIRD,OBS811931120,CC0_1_0,NA,obsr497530,NA
URN:catalog:CLO:EBIRD:OBS814265958,Alcedo atthis,PT,RN Estuário do Tejo--38 Moios (acesso condicionado),Lisboa,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,38.8558,-8.98197,2019-10-08T00:00:00Z,8,10,2019,EBIRD,OBS814265958,CC0_1_0,NA,obsr530383,NA
URN:catalog:CLO:EBIRD:OBS815670727,Alcedo atthis,ES,Sureste PNat--EDAR Soto Gutiérrez,Madrid Comunidad de,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.1824,-3.57446,2019-10-12T00:00:00Z,12,10,2019,EBIRD,OBS815670727,CC0_1_0,NA,obsr839274,NA
URN:catalog:CLO:EBIRD:OBS812684509,Phoenicopterus roseus,ES,Desembocadura del Guadalhorce--Área General,Andalucía,PRESENT,8,e2e717bf-551a-4917-bdc9-4fa0f342c530,36.6728,-4.45603,2019-10-04T00:00:00Z,4,10,2019,EBIRD,OBS812684509,CC0_1_0,NA,obsr1003283,NA
URN:catalog:CLO:EBIRD:OBS815532644,Alcedo atthis,TR,Subaşı,Hatay,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,36.1753,36.1216,2019-10-12T00:00:00Z,12,10,2019,EBIRD,OBS815532644,CC0_1_0,NA,obsr454698,NA
URN:catalog:CLO:EBIRD_POR:OBS815472100,Alcedo atthis,PT,Foz da ribeira do Vale Vaqueiro,Santarém,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,39.471,-8.02694,2019-10-12T00:00:00Z,12,10,2019,EBIRD_POR,OBS815472100,CC0_1_0,NA,obsr563656,NA
URN:catalog:CLO:EBIRD_POR:OBS813544990,Phoenicopterus roseus,PT,Lagoa dos Salgados,Faro,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.0995,-8.33427,2019-10-05T00:00:00Z,5,10,2019,EBIRD_POR,OBS813544990,CC0_1_0,NA,obsr885512,NA
URN:catalog:CLO:EBIRD:OBS814866289,Alcedo atthis,ES,Abioncillo de Calatañazor,Castilla y León,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,41.7035,-2.86578,2019-10-10T00:00:00Z,10,10,2019,EBIRD,OBS814866289,CC0_1_0,NA,obsr823483,NA
URN:catalog:CLO:EBIRD:OBS814525336,Alcedo atthis,ES,Huerta Y Barranco Massarojos-Moncada,Valenciana Comunidad,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,39.5375,-0.396665,2019-10-09T00:00:00Z,9,10,2019,EBIRD,OBS814525336,CC0_1_0,NA,obsr848707,NA
URN:catalog:CLO:EBIRD:OBS819525639,Phoenicopterus roseus,PT,PN Ria Formosa--Ludo--esteiros do Ancão e da Maria Nova (percurso sul),Faro,PRESENT,96,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.0182,-7.99951,2019-10-20T00:00:00Z,20,10,2019,EBIRD,OBS819525639,CC0_1_0,NA,obsr1093496,NA
URN:catalog:CLO:EBIRD:OBS812889269,Phoenicopterus roseus,PT,Lagoa dos Salgados,Faro,PRESENT,52,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.0947,-8.33137,2019-10-05T00:00:00Z,5,10,2019,EBIRD,OBS812889269,CC0_1_0,NA,obsr352263,NA
URN:catalog:CLO:EBIRD:OBS812708282,Phoenicopterus roseus,ES,Embalse del Cubillas,Andalucía,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.2738,-3.67115,2019-10-04T00:00:00Z,4,10,2019,EBIRD,OBS812708282,CC0_1_0,NA,obsr920511,NA
URN:catalog:CLO:EBIRD:OBS819492933,Phoenicopterus roseus,PT,RN Estuário do Sado--Mourisca,Setúbal,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,38.5292,-8.80374,2019-10-21T00:00:00Z,21,10,2019,EBIRD,OBS819492933,CC0_1_0,NA,obsr1208203,NA
URN:catalog:CLO:EBIRD:OBS812689315,Phoenicopterus roseus,PT,RN Estuário do Tejo--EVOA--área geral (acesso condicionado),Lisboa,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,38.8489,-8.97143,2019-10-03T00:00:00Z,3,10,2019,EBIRD,OBS812689315,CC0_1_0,NA,obsr278750,NA
URN:catalog:CLO:EBIRD:OBS812665159,Alcedo atthis,DE,Sangweiher (NSG),Rheinland-Pfalz,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.1498,6.87282,2019-10-04T00:00:00Z,4,10,2019,EBIRD,OBS812665159,CC0_1_0,NA,obsr588481,NA
URN:catalog:CLO:EBIRD:OBS814656651,Alcedo atthis,FR,Montrichard (ville),Centre,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,47.343,1.18387,2019-10-09T00:00:00Z,9,10,2019,EBIRD,OBS814656651,CC0_1_0,NA,obsr846051,NA
URN:catalog:CLO:EBIRD_POR:OBS814524071,Alcedo atthis,PT,Rio Mondego--foz da ribeira de São Paio,Guarda,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.5645,-7.60672,2019-10-08T00:00:00Z,8,10,2019,EBIRD_POR,OBS814524071,CC0_1_0,NA,obsr1381138,NA
URN:catalog:CLO:EBIRD:OBS813585138,Phoenicopterus roseus,PT,Lagoa dos Salgados,Faro,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.0947,-8.33137,2019-10-06T00:00:00Z,6,10,2019,EBIRD,OBS813585138,CC0_1_0,NA,obsr728388,NA
URN:catalog:CLO:EBIRD:OBS811709589,Alcedo atthis,TR,Aras Kuş Halkalama İstasyonu,Iğdır,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.1186,43.578,2019-10-01T00:00:00Z,1,10,2019,EBIRD,OBS811709589,CC0_1_0,NA,obsr629170,NA
URN:catalog:CLO:EBIRD:OBS813923592,Phoenicopterus roseus,PT,RN Estuário do Tejo--EVOA--Lagoa Rasa (acesso condicionado),Lisboa,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,38.8442,-8.97361,2019-10-06T00:00:00Z,6,10,2019,EBIRD,OBS813923592,CC0_1_0,NA,obsr1218915,NA
URN:catalog:CLO:EBIRD:OBS818057054,Alcedo atthis,PL,Kampinos NP (Kampinoski PN)--Mokre Łąki,Mazowieckie,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,52.2931,20.7841,2019-10-19T00:00:00Z,19,10,2019,EBIRD,OBS818057054,CC0_1_0,NA,obsr990628,NA
URN:catalog:CLO:EBIRD:OBS813335306,Alcedo atthis,PT,Salgados do Fialho (ETAR de Faro),Faro,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.0211,-7.89888,2019-10-06T00:00:00Z,6,10,2019,EBIRD,OBS813335306,CC0_1_0,NA,obsr599167,NA
URN:catalog:CLO:EBIRD:OBS812366727,Phoenicopterus roseus,ES,L'Albufera PNat--Arrozales Sur,Valenciana Comunidad,PRESENT,273,e2e717bf-551a-4917-bdc9-4fa0f342c530,39.2967,-0.356774,2019-10-03T00:00:00Z,3,10,2019,EBIRD,OBS812366727,CC0_1_0,NA,obsr680929,NA
URN:catalog:CLO:EBIRD_POR:OBS817168863,Alcedo atthis,PT,PN Ria Formosa--Quinta de Marim,Faro,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.0322,-7.81772,2019-10-16T00:00:00Z,16,10,2019,EBIRD_POR,OBS817168863,CC0_1_0,NA,obsr761015,NA
URN:catalog:CLO:EBIRD:OBS811910647,Alcedo atthis,ES,Palencia--Parque Isla Dos Aguas y entorno,Castilla y León,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,42.0045,-4.53565,2019-10-02T00:00:00Z,2,10,2019,EBIRD,OBS811910647,CC0_1_0,NA,obsr971919,NA
URN:catalog:CLO:EBIRD:OBS815868174,Alcedo atthis,FR,Tougues (Chens-sur-Léman),Rhône-Alpes,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,46.3236,6.2565,2019-10-13T00:00:00Z,13,10,2019,EBIRD,OBS815868174,CC0_1_0,NA,obsr1217491,NA
URN:catalog:CLO:EBIRD_POR:OBS815720195,Alcedo atthis,PT,Lagoas do Tâmega,Vila Real,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,41.7661,-7.43848,2019-10-12T00:00:00Z,12,10,2019,EBIRD_POR,OBS815720195,CC0_1_0,NA,obsr504863,NA
URN:catalog:CLO:EBIRD:OBS815546829,Alcedo atthis,IT,Salina di Comacchio e Valle Capre--Torre di avvistamento,Emilia-Romagna,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,44.6689,12.2181,2019-10-12T00:00:00Z,12,10,2019,EBIRD,OBS815546829,CC0_1_0,NA,obsr171203,NA
URN:catalog:CLO:EBIRD:OBS821342961,Alcedo atthis,ES,Villalonquéjar,Castilla y León,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,42.3604,-3.77752,2019-10-26T00:00:00Z,26,10,2019,EBIRD,OBS821342961,CC0_1_0,NA,obsr760585,NA
URN:catalog:CLO:EBIRD:OBS821317888,Alcedo atthis,ES,Embalse de Valdesalor,Extremadura,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,39.3568,-6.29211,2019-10-27T00:00:00Z,27,10,2019,EBIRD,OBS821317888,CC0_1_0,NA,obsr1277560,NA
URN:catalog:CLO:EBIRD:OBS818722387,Alcedo atthis,ES,"Gola Del Rei, PN Albufera",Valenciana Comunidad,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,39.2487,-0.258636,2019-10-20T00:00:00Z,20,10,2019,EBIRD,OBS818722387,CC0_1_0,NA,obsr971508,NA
URN:catalog:CLO:EBIRD_BRA:OBS818227882,Phoenicopterus roseus,PT,Ria de Aveiro--Marinhas de São Roque,Aveiro,PRESENT,70,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.6486,-8.65808,2019-10-19T00:00:00Z,19,10,2019,EBIRD_BRA,OBS818227882,CC0_1_0,NA,obsr679345,NA
URN:catalog:CLO:EBIRD:OBS811908591,Alcedo atthis,PT,"Caminho do Poço de Paderme, Albufeira, Faro, PT (37,11, -8,246)",Faro,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.1104,-8.24638,2019-10-02T00:00:00Z,2,10,2019,EBIRD,OBS811908591,CC0_1_0,NA,obsr564738,NA
URN:catalog:CLO:EBIRD:OBS815914846,Alcedo atthis,DE,Kiesgrube Ballertasche,Niedersachsen,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,51.4559,9.63653,2019-10-13T00:00:00Z,13,10,2019,EBIRD,OBS815914846,CC0_1_0,NA,obsr649924,NA
URN:catalog:CLO:EBIRD:OBS812554258,Alcedo atthis,DE,Garstadt (Vogelschutzgebiet),Bayern,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.9712,10.1811,2019-10-04T00:00:00Z,4,10,2019,EBIRD,OBS812554258,CC0_1_0,NA,obsr1044559,NA
URN:catalog:CLO:EBIRD:OBS812246449,Alcedo atthis,DE,Ingelheim am Rhein--Rheinstillwasser,Rheinland-Pfalz,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.9999,8.03715,2019-10-03T00:00:00Z,3,10,2019,EBIRD,OBS812246449,CC0_1_0,NA,obsr630671,NA
URN:catalog:CLO:EBIRD:OBS925618469,Alcedo atthis,AL,"AL-Lezhe-4511 (41.6754,19.5762)",Lezhë,PRESENT,8,e2e717bf-551a-4917-bdc9-4fa0f342c530,41.6754,19.5762,2019-10-09T00:00:00Z,9,10,2019,EBIRD,OBS925618469,CC0_1_0,NA,obsr836674,NA
URN:catalog:CLO:EBIRD:OBS917820548,Phoenicopterus roseus,PT,Albufeira do Poço da Rua (acesso condicionado),Évora,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,38.4791,-8.16709,2019-10-19T00:00:00Z,19,10,2019,EBIRD,OBS917820548,CC0_1_0,NA,obsr827124,NA
