occurrenceID,verbatimScientificName,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,eventDate,day,month,year,collectionCode,catalogNumber,license,rightsHolder,recordedBy,issue
URN:catalog:CLO:EBIRD:OBS865482116,Phoenicopterus roseus,PT,Lagoa dos Salgados,Faro,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.0947,-8.33137,2019-10-24T00:00:00Z,24,10,2019,EBIRD,OBS865482116,CC0_1_0,NA,obsr1555704,NA
URN:catalog:CLO:EBIRD:OBS859717857,Phoenicopterus roseus,PT,Frente ribeirinha do Montijo,Setúbal,PRESENT,129,e2e717bf-551a-4917-bdc9-4fa0f342c530,38.7026,-8.97698,2019-10-23T00:00:00Z,23,10,2019,EBIRD,OBS859717857,CC0_1_0,NA,obsr814219,NA
URN:catalog:CLO:EBIRD:OBS845061955,Phoenicopterus roseus,TR,"293 A Karataş Bulvarı, Adana, TR (36,969, 35,341)",Adana,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,36.9694,35.3413,2019-10-27T00:00:00Z,27,10,2019,EBIRD,OBS845061955,CC0_1_0,NA,obsr1003672,NA
URN:catalog:CLO:EBIRD_ESP:OBS822421897,Alcedo atthis,ES,Río Manzanares--Pte Reina Victoria-Pte Segovia-T2,Madrid Comunidad de,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.4198,-3.72204,2019-10-30T00:00:00Z,30,10,2019,EBIRD_ESP,OBS822421897,CC0_1_0,NA,obsr425906,NA
URN:catalog:CLO:EBIRD:OBS821736079,Phoenicopterus roseus,PT,Salinas da Fuseta (oeste),Faro,PRESENT,30,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.048,-7.75822,2019-10-06T00:00:00Z,6,10,2019,EBIRD,OBS821736079,CC0_1_0,NA,obsr679725,NA
URN:catalog:CLO:EBIRD:OBS821341716,Phoenicopterus roseus,ES,PN Bahía de Cádiz - Salina Molino de Occio y anexas,Andalucía,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,36.4767,-6.14067,2019-10-27T00:00:00Z,27,10,2019,EBIRD,OBS821341716,CC0_1_0,NA,obsr807395,NA
URN:catalog:CLO:EBIRD_ESP:OBS821339665,Phoenicopterus roseus,ES,Marismas del Odiel PNat--Salinas de Astur,Andalucía,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.2083,-7.00714,2019-10-27T00:00:00Z,27,10,2019,EBIRD_ESP,OBS821339665,CC0_1_0,NA,obsr822679,NA
URN:catalog:CLO:EBIRD_POR:OBS821042655,Alcedo atthis,PT,"Lagoas, Areias de Vilar, Braga, PT (41,548, -8,546)",Braga,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,41.5484,-8.54642,2019-10-26T00:00:00Z,26,10,2019,EBIRD_POR,OBS821042655,CC0_1_0,NA,obsr918530,NA
URN:catalog:CLO:EBIRD:OBS821858551,Alcedo atthis,PT,PN Ria Formosa--Quinta de Marim,Faro,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.0322,-7.81772,2019-10-28T00:00:00Z,28,10,2019,EBIRD,OBS821858551,CC0_1_0,NA,obsr564738,NA
URN:catalog:CLO:EBIRD:OBS821628736,Alcedo atthis,CZ,Praha--PP Královská obora (Stromovka),Praha hlavní mešto,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.1072,14.419,2019-10-02T00:00:00Z,2,10,2019,EBIRD,OBS821628736,CC0_1_0,NA,obsr295352,NA
URN:catalog:CLO:EBIRD:OBS821068161,Alcedo atthis,FR,Parc départemental de la Haute-Île,Île-de-France,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,48.8565,2.56172,2019-10-26T00:00:00Z,26,10,2019,EBIRD,OBS821068161,CC0_1_0,NA,obsr1230946,NA
URN:catalog:CLO:EBIRD:OBS819227644,Alcedo atthis,TR,Kızılırmak Deltası Kuş Cenneti,Samsun,PRESENT,6,e2e717bf-551a-4917-bdc9-4fa0f342c530,41.6723,36.0413,2019-10-20T00:00:00Z,20,10,2019,EBIRD,OBS819227644,CC0_1_0,NA,obsr430755,NA
URN:catalog:CLO:EBIRD:OBS820574188,Alcedo atthis,BG,Chelopechene Lake,Sofia-Grad,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,42.7242,23.4651,2019-10-25T00:00:00Z,25,10,2019,EBIRD,OBS820574188,CC0_1_0,NA,obsr337891,NA
URN:catalog:CLO:EBIRD:OBS818485702,Alcedo atthis,ES,Isla (Cantabria),Cantabria,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,43.4967,-3.54206,2019-10-19T00:00:00Z,19,10,2019,EBIRD,OBS818485702,CC0_1_0,NA,obsr744183,NA
URN:catalog:CLO:EBIRD:OBS819434211,Alcedo atthis,TR,Kumkale Deltası,Çanakkale,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.006100000000004,26.2063,2019-10-21T00:00:00Z,21,10,2019,EBIRD,OBS819434211,CC0_1_0,NA,obsr827837,NA
URN:catalog:CLO:EBIRD_ESP:OBS818874322,Alcedo atthis,ES,Jaraíz de la Vera--Charcas de los Invernaderos,Extremadura,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.0251,-5.73996,2019-10-07T00:00:00Z,7,10,2019,EBIRD_ESP,OBS818874322,CC0_1_0,NA,obsr1035637,NA
URN:catalog:CLO:EBIRD:OBS818831536,Alcedo atthis,PT,Barrinha de Esmoriz,Aveiro,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.9654,-8.64251,2019-10-20T00:00:00Z,20,10,2019,EBIRD,OBS818831536,CC0_1_0,NA,obsr498167,NA
URN:catalog:CLO:EBIRD_ESP:OBS818279648,Phoenicopterus roseus,ES,Delta de l'Ebre PNat--Torre de l'Alfacada,Cataluña,PRESENT,52,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.6869,0.849777,2019-10-19T00:00:00Z,19,10,2019,EBIRD_ESP,OBS818279648,CC0_1_0,NA,obsr1087771,NA
URN:catalog:CLO:EBIRD:OBS815668270,Alcedo atthis,ES,Sureste PNat--Ruta del Soto Gutiérrez,Madrid Comunidad de,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.1739,-3.57247,2019-10-12T00:00:00Z,12,10,2019,EBIRD,OBS815668270,CC0_1_0,NA,obsr839274,NA
URN:catalog:CLO:EBIRD:OBS813795635,Alcedo atthis,DE,Waghäusel--Wagbachniederung,Baden-Württemberg,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.2657,8.51728,2019-10-07T00:00:00Z,7,10,2019,EBIRD,OBS813795635,CC0_1_0,NA,obsr1293138,NA
URN:catalog:CLO:EBIRD:OBS821310269,Alcedo atthis,PT,Barrinha de Esmoriz,Aveiro,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.9654,-8.64251,2019-10-27T00:00:00Z,27,10,2019,EBIRD,OBS821310269,CC0_1_0,NA,obsr596644,NA
URN:catalog:CLO:EBIRD:OBS891055257,Alcedo atthis,FR,"Parc Du Lion, Wattrelos",Nord-Pas-de-Calais,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.7113,3.21635,2019-10-31T00:00:00Z,31,10,2019,EBIRD,OBS891055257,CC0_1_0,NA,obsr307806,NA
URN:catalog:CLO:EBIRD:OBS820911371,Alcedo atthis,PT,Lezíria Grande de Vila Franca de Xira--Cardal (acesso condicionado),Lisboa,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,38.9311,-8.97647,2019-10-26T00:00:00Z,26,10,2019,EBIRD,OBS820911371,CC0_1_0,NA,obsr1135682,NA
URN:catalog:CLO:EBIRD:OBS814983112,Alcedo atthis,FR,Etang d'Or,Île-de-France,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,48.628,1.84386,2019-10-10T00:00:00Z,10,10,2019,EBIRD,OBS814983112,CC0_1_0,NA,obsr1224834,NA
URN:catalog:CLO:EBIRD:OBS814613149,Phoenicopterus roseus,PT,Lagoa dos Salgados,Faro,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.0947,-8.33137,2019-10-04T00:00:00Z,4,10,2019,EBIRD,OBS814613149,CC0_1_0,NA,obsr1319938,NA
URN:catalog:CLO:EBIRD:OBS812241478,Phoenicopterus roseus,ES,"Bahía de Cádiz PNat--Sendero del Carrascón, Esteros Salina  San Cayetano ES (36,449, -6,199)",Andalucía,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,36.4487,-6.1992,2019-10-03T00:00:00Z,3,10,2019,EBIRD,OBS812241478,CC0_1_0,NA,obsr1202452,NA
URN:catalog:CLO:EBIRD:OBS813490949,Phoenicopterus roseus,ES,Desembocadura del Guadalhorce--Área General,Andalucía,PRESENT,25,e2e717bf-551a-4917-bdc9-4fa0f342c530,36.6728,-4.45603,2019-10-06T00:00:00Z,6,10,2019,EBIRD,OBS813490949,CC0_1_0,NA,obsr1003283,NA
URN:catalog:CLO:EBIRD:OBS818711592,Alcedo atthis,CH,Île de Préverenges,Vaud,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,46.5074,6.53547,2019-10-20T00:00:00Z,20,10,2019,EBIRD,OBS818711592,CC0_1_0,NA,obsr336787,NA
URN:catalog:CLO:EBIRD:OBS818210381,Alcedo atthis,BG,Yatata,Varna,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,43.1888,27.7399,2019-10-19T00:00:00Z,19,10,2019,EBIRD,OBS818210381,CC0_1_0,NA,obsr725417,NA
URN:catalog:CLO:EBIRD:OBS817100339,Phoenicopterus roseus,ES,Desembocadura del Guadalhorce--Área General,Andalucía,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,36.6728,-4.45603,2019-10-16T00:00:00Z,16,10,2019,EBIRD,OBS817100339,CC0_1_0,NA,obsr397400,NA
URN:catalog:CLO:EBIRD_ESP:OBS816932508,Alcedo atthis,ES,El Estrecho PNat--Los Lances,Andalucía,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,36.0338,-5.62414,2019-10-14T00:00:00Z,14,10,2019,EBIRD_ESP,OBS816932508,CC0_1_0,NA,obsr132334,NA
URN:catalog:CLO:EBIRD:OBS816075924,Alcedo atthis,PT,Ria de Aveiro--complexo de salinas do Canal das Pirâmides (Salina da Troncalhada e outras),Aveiro,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.6418,-8.6632,2019-10-13T00:00:00Z,13,10,2019,EBIRD,OBS816075924,CC0_1_0,NA,obsr653689,NA
URN:catalog:CLO:EBIRD:OBS815947684,Alcedo atthis,ES,Urdaibai Reserva de la Biosfera--San Kristobal,País Vasco,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,43.3733,-2.68772,2019-10-13T00:00:00Z,13,10,2019,EBIRD,OBS815947684,CC0_1_0,NA,obsr1452500,NA
URN:catalog:CLO:EBIRD:OBS931506805,Phoenicopterus roseus,PT,Salinas do Brito,Setúbal,PRESENT,15,e2e717bf-551a-4917-bdc9-4fa0f342c530,38.7443,-8.97655,2019-10-02T00:00:00Z,2,10,2019,EBIRD,OBS931506805,CC0_1_0,NA,obsr1426694,NA
URN:catalog:CLO:EBIRD:OBS899448727,Alcedo atthis,DE,Jena--Brücke Burgau,Thüringen,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.8955,11.5983,2019-10-11T00:00:00Z,11,10,2019,EBIRD,OBS899448727,CC0_1_0,NA,obsr341677,NA
URN:catalog:CLO:EBIRD:OBS815454159,Alcedo atthis,ES,Foz--Praia Pampillosa/Desembocadura do Río Ouro,Galicia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,43.5943,-7.29486,2019-10-12T00:00:00Z,12,10,2019,EBIRD,OBS815454159,CC0_1_0,NA,obsr845404,NA
URN:catalog:CLO:EBIRD:OBS814645882,Alcedo atthis,FR,Montauban (ville),Midi-Pyrénées,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,44.0162,1.35271,2019-10-09T00:00:00Z,9,10,2019,EBIRD,OBS814645882,CC0_1_0,NA,obsr631796,NA
URN:catalog:CLO:EBIRD:OBS813110642,Alcedo atthis,PT,Raposeira,Faro,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.097,-8.85783,2019-10-03T00:00:00Z,3,10,2019,EBIRD,OBS813110642,CC0_1_0,NA,obsr742909,NA
URN:catalog:CLO:EBIRD:OBS812258794,Phoenicopterus roseus,PT,Salinas R. da Pega,Aveiro,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.633,-8.66114,2019-10-03T00:00:00Z,3,10,2019,EBIRD,OBS812258794,CC0_1_0,NA,obsr1393676,NA
URN:catalog:CLO:EBIRD:OBS890415299,Alcedo atthis,ES,Albufera de Mallorca,Illes Baleares,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,39.7807,3.11237,2019-10-20T00:00:00Z,20,10,2019,EBIRD,OBS890415299,CC0_1_0,NA,obsr1356685,NA
URN:catalog:CLO:EBIRD:OBS822988679,Alcedo atthis,IT,Linosa,Sicilia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,35.8663,12.8681,2019-10-30T00:00:00Z,30,10,2019,EBIRD,OBS822988679,CC0_1_0,NA,obsr212715,NA
URN:catalog:CLO:EBIRD:OBS823296818,Alcedo atthis,TR,Mogan Atatürk Sahil Parkı,Ankara,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,39.7887,32.8022,2019-10-13T00:00:00Z,13,10,2019,EBIRD,OBS823296818,CC0_1_0,NA,obsr1465220,NA
URN:catalog:CLO:EBIRD:OBS822397396,Alcedo atthis,CY,Oroklini Lake (Λίμνη Ορόκλινης),Larnaka,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,34.967,33.6542,2019-10-30T00:00:00Z,30,10,2019,EBIRD,OBS822397396,CC0_1_0,NA,obsr1392116,NA
URN:catalog:CLO:EBIRD_ESP:OBS835388303,Alcedo atthis,ES,Puerto de Los Urrutias,Murcia Región de,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.6777,-0.826617,2019-10-26T00:00:00Z,26,10,2019,EBIRD_ESP,OBS835388303,CC0_1_0,NA,obsr841106,NA
URN:catalog:CLO:EBIRD_ESP:OBS821790093,Alcedo atthis,ES,Badajoz--Azud del Guadiana,Extremadura,PRESENT,6,e2e717bf-551a-4917-bdc9-4fa0f342c530,38.862,-7.01471,2019-10-28T00:00:00Z,28,10,2019,EBIRD_ESP,OBS821790093,CC0_1_0,NA,obsr1089184,NA
URN:catalog:CLO:EBIRD:OBS869959865,Alcedo atthis,FR,Mer Méditerrannée entre le Port d'Agde et l'embouchure de l'Hérault,Languedoc-Roussillon,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,43.2721,3.46948,2019-10-19T00:00:00Z,19,10,2019,EBIRD,OBS869959865,CC0_1_0,NA,obsr1139745,NA
URN:catalog:CLO:EBIRD:OBS820580097,Alcedo atthis,PL,Knyszyn-Zamek,Podlaskie,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,53.2955,22.9034,2019-10-25T00:00:00Z,25,10,2019,EBIRD,OBS820580097,CC0_1_0,NA,obsr520911,NA
URN:catalog:CLO:EBIRD:OBS885966853,Phoenicopterus roseus,ES,Mongofre Nou (P.N. s'Albufera des Grau),Illes Baleares,PRESENT,8,e2e717bf-551a-4917-bdc9-4fa0f342c530,39.9948,4.20596,2019-10-19T00:00:00Z,19,10,2019,EBIRD,OBS885966853,CC0_1_0,NA,obsr954291,NA
URN:catalog:CLO:EBIRD:OBS819773383,Phoenicopterus roseus,PT,Salinas do Samouco (acesso condicionado),Setúbal,PRESENT,20,e2e717bf-551a-4917-bdc9-4fa0f342c530,38.7347,-8.99238,2019-10-21T00:00:00Z,21,10,2019,EBIRD,OBS819773383,CC0_1_0,NA,obsr1458852,NA
URN:catalog:CLO:EBIRD_CL:OBS879807436,Alcedo atthis,ES,Delta del Llobregat -- Parque Lúdico Fluvial,Cataluña,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,41.3297,2.10729,2019-10-19T00:00:00Z,19,10,2019,EBIRD_CL,OBS879807436,CC0_1_0,NA,obsr394643,NA
URN:catalog:CLO:EBIRD:OBS819334012,Alcedo atthis,PT,PN Ria Formosa--Pinheiro,Faro,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.0706,-7.71938,2019-10-21T00:00:00Z,21,10,2019,EBIRD,OBS819334012,CC0_1_0,NA,obsr1194464,NA
URN:catalog:CLO:EBIRD:OBS817125203,Alcedo atthis,ES,Guadalmar (guadalhorce),Andalucía,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,36.6713,-4.46159,2019-10-11T00:00:00Z,11,10,2019,EBIRD,OBS817125203,CC0_1_0,NA,obsr793948,NA
URN:catalog:CLO:EBIRD:OBS880801517,Alcedo atthis,IT,Salina di Comacchio e Valle Capre--Torre di avvistamento,Emilia-Romagna,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,44.6689,12.2181,2019-10-12T00:00:00Z,12,10,2019,EBIRD,OBS880801517,CC0_1_0,NA,obsr514983,NA
URN:catalog:CLO:EBIRD:OBS816276586,Phoenicopterus roseus,PT,Salinas de Santa Luzia,Faro,PRESENT,50,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.1037,-7.64687,2019-10-09T00:00:00Z,9,10,2019,EBIRD,OBS816276586,CC0_1_0,NA,obsr8466,NA
URN:catalog:CLO:EBIRD_ESP:OBS816039363,Alcedo atthis,ES,Riu Besós--Parc Fluvial,Cataluña,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,41.4253,2.22109,2019-10-13T00:00:00Z,13,10,2019,EBIRD_ESP,OBS816039363,CC0_1_0,NA,obsr887782,NA
URN:catalog:CLO:EBIRD_ESP:OBS815723553,Phoenicopterus roseus,ES,Tablas de Daimiel. PN.-- Visita guiada en 4x4.,Castilla-La Mancha,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,39.1378,-3.69726,2019-10-12T00:00:00Z,12,10,2019,EBIRD_ESP,OBS815723553,CC0_1_0,NA,obsr956041,NA
URN:catalog:CLO:EBIRD:OBS815481525,Alcedo atthis,ES,Ribadumia--Río Umia (Barrantes-Cobas),Galicia,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,42.5097,-8.77297,2019-10-12T00:00:00Z,12,10,2019,EBIRD,OBS815481525,CC0_1_0,NA,obsr1138832,NA
URN:catalog:CLO:EBIRD:OBS816089441,Alcedo atthis,BE,"Chemin du Halage 1–4, Sambreville BE-Namur (50.4536,4.6231)",Wallonne Région,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.4536,4.62315,2019-10-13T00:00:00Z,13,10,2019,EBIRD,OBS816089441,CC0_1_0,NA,obsr1187974,NA
URN:catalog:CLO:EBIRD:OBS815891081,Alcedo atthis,ES,Zaragoza--Parque Bruil,Aragón,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,41.6498,-0.867952,2019-10-13T00:00:00Z,13,10,2019,EBIRD,OBS815891081,CC0_1_0,NA,obsr1140083,NA
URN:catalog:CLO:EBIRD:OBS815216972,Phoenicopterus roseus,ES,Fuente de Piedra--Área General,Andalucía,PRESENT,150,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.1139,-4.77365,2019-10-10T00:00:00Z,10,10,2019,EBIRD,OBS815216972,CC0_1_0,NA,obsr1195430,NA
URN:catalog:CLO:EBIRD:OBS846265087,Phoenicopterus roseus,ES,Laguna de Navaseca,Castilla-La Mancha,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,39.1015,-3.618,2019-10-31T00:00:00Z,31,10,2019,EBIRD,OBS846265087,CC0_1_0,NA,obsr1125674,NA
URN:catalog:CLO:EBIRD:OBS815138645,Alcedo atthis,ES,"Unnamed Road, Pals, Catalunya, ES (41,988, 3,148)",Cataluña,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,41.988,3.14774,2019-10-11T00:00:00Z,11,10,2019,EBIRD,OBS815138645,CC0_1_0,NA,obsr659402,NA
URN:catalog:CLO:EBIRD:OBS821735580,Alcedo atthis,DE,Landbach-Renaturierung,Hessen,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.7677,8.57217,2019-10-27T00:00:00Z,27,10,2019,EBIRD,OBS821735580,CC0_1_0,NA,obsr989404,NA
URN:catalog:CLO:EBIRD:OBS871174799,Phoenicopterus roseus,ES,"Ebro Delta (40.7061, 0.7114)",Cataluña,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.7061,0.7114,2019-10-22T00:00:00Z,22,10,2019,EBIRD,OBS871174799,CC0_1_0,NA,obsr753288,NA
URN:catalog:CLO:EBIRD:OBS939849782,Alcedo atthis,BE,Spontin,Wallonne Région,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.3233,5.00621,2019-10-23T00:00:00Z,23,10,2019,EBIRD,OBS939849782,CC0_1_0,NA,obsr701570,NA
URN:catalog:CLO:EBIRD:OBS813554333,Alcedo atthis,ES,Vilagarcía de Arousa--Lagoa da Comboa,Galicia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,42.5924,-8.7779,2019-10-06T00:00:00Z,6,10,2019,EBIRD,OBS813554333,CC0_1_0,NA,obsr1226477,NA
URN:catalog:CLO:EBIRD:OBS813369618,Alcedo atthis,HR,Sisak - Ciglarske grabe,Sisacko-moslavacka županija,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,45.4948,16.3829,2019-10-06T00:00:00Z,6,10,2019,EBIRD,OBS813369618,CC0_1_0,NA,obsr614130,NA
URN:catalog:CLO:EBIRD:OBS811921281,Alcedo atthis,PT,Fonte Benémola,Faro,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.2104,-8.01099,2019-10-02T00:00:00Z,2,10,2019,EBIRD,OBS811921281,CC0_1_0,NA,obsr599167,NA
URN:catalog:CLO:EBIRD:OBS812852720,Alcedo atthis,TR,Koyciegz Gölü,Muğla,PRESENT,10,e2e717bf-551a-4917-bdc9-4fa0f342c530,36.8803,28.5928,2019-10-03T00:00:00Z,3,10,2019,EBIRD,OBS812852720,CC0_1_0,NA,obsr746299,NA
URN:catalog:CLO:EBIRD:OBS822068112,Alcedo atthis,ES,Ribadeo--A Devesa,Galicia,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,43.553,-7.14236,2019-10-27T00:00:00Z,27,10,2019,EBIRD,OBS822068112,CC0_1_0,NA,obsr512827,NA
URN:catalog:CLO:EBIRD:OBS812402567,Alcedo atthis,PT,Aeródromo de Castelo Branco,Castelo Branco,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,39.8456,-7.43846,2019-10-03T00:00:00Z,3,10,2019,EBIRD,OBS812402567,CC0_1_0,NA,obsr1187166,NA
URN:catalog:CLO:EBIRD:OBS857120392,Phoenicopterus roseus,TR,balıkesir - ayvalık - tuzla,Balıkesir,PRESENT,640,e2e717bf-551a-4917-bdc9-4fa0f342c530,39.2602,26.7157,2019-10-05T00:00:00Z,5,10,2019,EBIRD,OBS857120392,CC0_1_0,NA,obsr909563,NA
URN:catalog:CLO:EBIRD:OBS822987740,Phoenicopterus roseus,IT,Linosa,Sicilia,PRESENT,14,e2e717bf-551a-4917-bdc9-4fa0f342c530,35.8663,12.8681,2019-10-27T00:00:00Z,27,10,2019,EBIRD,OBS822987740,CC0_1_0,NA,obsr605446,NA
URN:catalog:CLO:EBIRD:OBS820889843,Alcedo atthis,DK,Vest Stadil Fjord,Region Midtjylland,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,56.2174,8.15237,2019-10-23T00:00:00Z,23,10,2019,EBIRD,OBS820889843,CC0_1_0,NA,obsr536231,NA
URN:catalog:CLO:EBIRD:OBS882226920,Alcedo atthis,DE,"Roding (BY, CHA)",Bayern,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.2422,12.4269,2019-10-18T00:00:00Z,18,10,2019,EBIRD,OBS882226920,CC0_1_0,NA,obsr253244,NA
URN:catalog:CLO:EBIRD:OBS880801521,Phoenicopterus roseus,IT,Salina di Comacchio e Valle Capre--Torre di avvistamento,Emilia-Romagna,PRESENT,400,e2e717bf-551a-4917-bdc9-4fa0f342c530,44.6689,12.2181,2019-10-12T00:00:00Z,12,10,2019,EBIRD,OBS880801521,CC0_1_0,NA,obsr514983,NA
URN:catalog:CLO:EBIRD:OBS821366949,Phoenicopterus roseus,TR,Kavak Deltası,Çanakkale,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,40.63,26.83,2019-10-27T00:00:00Z,27,10,2019,EBIRD,OBS821366949,CC0_1_0,NA,obsr1130269,NA
URN:catalog:CLO:EBIRD:OBS819803575,Phoenicopterus roseus,ES,Brazo del Este--Área General,Andalucía,PRESENT,60,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.116,-6.03767,2019-10-22T00:00:00Z,22,10,2019,EBIRD,OBS819803575,CC0_1_0,NA,obsr900947,NA
URN:catalog:CLO:EBIRD_POR:OBS817397563,Alcedo atthis,PT,PN Ria Formosa--Quinta do Lago--área geral,Faro,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.0246,-8.01183,2019-10-17T00:00:00Z,17,10,2019,EBIRD_POR,OBS817397563,CC0_1_0,NA,obsr665414,NA
URN:catalog:CLO:EBIRD:OBS822691128,Alcedo atthis,CY,Oroklini Lake (Λίμνη Ορόκλινης),Larnaka,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,34.967,33.6542,2019-10-31T00:00:00Z,31,10,2019,EBIRD,OBS822691128,CC0_1_0,NA,obsr1392116,NA
URN:catalog:CLO:EBIRD:OBS920279062,Alcedo atthis,CZ,Ptačí park Josefovské louky,Královéhradecký kraj,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.345,15.9395,2019-10-03T00:00:00Z,3,10,2019,EBIRD,OBS920279062,CC0_1_0,NA,obsr1669429,NA
URN:catalog:CLO:EBIRD:OBS816746890,Alcedo atthis,NL,"Schinkel Canal, Amsterdam",Noord-Holland,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,52.3422,4.84677,2019-10-15T00:00:00Z,15,10,2019,EBIRD,OBS816746890,CC0_1_0,NA,obsr509813,NA
URN:catalog:CLO:EBIRD:OBS820617959,Alcedo atthis,RO,Danube Delta--Canalul Mila 35,Tulcea,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,45.2311,28.9051,2019-10-25T00:00:00Z,25,10,2019,EBIRD,OBS820617959,CC0_1_0,NA,obsr675978,NA
URN:catalog:CLO:EBIRD:OBS815298187,Alcedo atthis,IT,Orto Botanico di Roma,Lazio,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,41.8921,12.4643,2019-10-11T00:00:00Z,11,10,2019,EBIRD,OBS815298187,CC0_1_0,NA,obsr608930,NA
