speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId
comkin1,Common Kingfisher,Alcedo atthis,L12488452,"16 Biesenweg, Maastricht, Limburg, NL (50,858, 5,692)",2020-10-13T16:51:00Z,1,50.8582082,5.6915807,TRUE,FALSE,TRUE,S74772700
comkin1,Common Kingfisher,Alcedo atthis,L12487950,"Christoffellaan 43, Brouwershaven NL-Zeeland (51.7372,3.9029)",2020-10-13T09:14:00Z,2,51.737169,3.902913,TRUE,FALSE,TRUE,S74768872
comkin1,Common Kingfisher,Alcedo atthis,L5940425,Markiezaatsmeer,2020-10-13T08:43:00Z,2,51.4673967,4.2801833,TRUE,FALSE,FALSE,S74771546
comkin1,Common Kingfisher,Alcedo atthis,L3717369,Wageningse Bovenpolder,2020-10-11T11:25:00Z,1,51.95905,5.66816,TRUE,FALSE,FALSE,S74678694
comkin1,Common Kingfisher,Alcedo atthis,L12457015,"8821, Kimswerd NL-Friesland 53.15129, 5.41772",2020-10-09T12:40:00Z,1,53.151292,5.417723,TRUE,FALSE,TRUE,S74593656
comkin1,Common Kingfisher,Alcedo atthis,L10156227,Texel--De Cocksdorp,2020-10-09T07:37:00Z,1,53.156129,4.8714475,TRUE,FALSE,FALSE,S74591913
comkin1,Common Kingfisher,Alcedo atthis,L12449138,Olen,2020-10-08T10:04:00Z,2,51.5134868,5.5518237,TRUE,FALSE,TRUE,S74554876
comkin1,Common Kingfisher,Alcedo atthis,L4104138,Prunjepolder,2020-10-07T16:27:00Z,1,51.7034702,3.8304949,TRUE,FALSE,FALSE,S74527229
comkin1,Common Kingfisher,Alcedo atthis,L2233164,Vogelplas Starrevaart,2020-10-07T10:28:00Z,1,52.0999436,4.4336065,TRUE,FALSE,FALSE,S74520350
comkin1,Common Kingfisher,Alcedo atthis,L12397116,"Heempark, Leiden NL-Zuid-Holland 52.17433, 4.48835",2020-10-06T17:05:00Z,NA,52.174325,4.488351,TRUE,FALSE,TRUE,S74492965
comkin1,Common Kingfisher,Alcedo atthis,L7940755,Zegenpolder Rhoon,2020-10-06T16:26:00Z,1,51.8478848,4.4417396,TRUE,FALSE,FALSE,S74489572
comkin1,Common Kingfisher,Alcedo atthis,L7977679,Zwarte Haan,2020-10-05T11:11:00Z,1,53.3108218,5.6267726,TRUE,FALSE,FALSE,S74451810
comkin1,Common Kingfisher,Alcedo atthis,L5295394,WML-plas (Heel),2020-10-05T11:10:00Z,2,51.1908791,5.8984918,TRUE,FALSE,FALSE,S74444508
comkin1,Common Kingfisher,Alcedo atthis,L12424289,"Renkum, Gelderland, NL (51,971, 5,737)",2020-10-04T15:06:00Z,1,51.9705544,5.737136,TRUE,FALSE,TRUE,S74405725
comkin1,Common Kingfisher,Alcedo atthis,L12377683,"2042, Zandvoort NL-Noord-Holland (52.3550,4.5545)",2020-10-04T07:45:00Z,1,52.355043,4.554463,TRUE,FALSE,TRUE,S74393530
comkin1,Common Kingfisher,Alcedo atthis,L4515928,texel,2020-10-03T13:25:00Z,1,53.0693586,4.8030935,TRUE,FALSE,TRUE,S74356463
comkin1,Common Kingfisher,Alcedo atthis,L2438367,Polders of Strijen,2020-10-03T08:49:00Z,1,51.7578361,4.540422,TRUE,FALSE,FALSE,S74372266
comkin1,Common Kingfisher,Alcedo atthis,L12422655,Epe Norel,2020-10-02T13:48:00Z,1,52.3712569,6.0016118,TRUE,FALSE,TRUE,S74396607
comkin1,Common Kingfisher,Alcedo atthis,L2508540,Amsterdamse Waterleidingduinen,2020-10-02T07:49:00Z,5,52.3239044,4.5170116,TRUE,FALSE,FALSE,S74306851
comkin1,Common Kingfisher,Alcedo atthis,L9577148,Fornebu--Koksabukta,2020-10-12T09:30:00Z,1,59.8907337,10.6128157,TRUE,FALSE,FALSE,S74726885
comkin1,Common Kingfisher,Alcedo atthis,L1119440,Fornebu,2020-10-09T09:04:00Z,1,59.8904,10.6012,TRUE,FALSE,FALSE,S74591398
comkin1,Common Kingfisher,Alcedo atthis,L12437381,"Grooseveien 81, Grimstad NO-Aust-Agder 58.32753, 8.57936",2020-10-06T11:04:00Z,1,58.327533,8.579356,TRUE,FALSE,TRUE,S74484053
comkin1,Common Kingfisher,Alcedo atthis,L12345532,"Saulekilen, Nedenes",2020-10-05T16:28:00Z,1,58.405706,8.7051,TRUE,FALSE,TRUE,S74455261
comkin1,Common Kingfisher,Alcedo atthis,L4409829,Vinjestranda--Vinjekilen NR,2020-10-03T10:00:00Z,1,58.9963723,9.672904,TRUE,FALSE,FALSE,S74344575
comkin1,Common Kingfisher,Alcedo atthis,L12487688,Karpniki,2020-10-13T10:35:00Z,1,50.8521856,15.8689373,TRUE,FALSE,TRUE,S74768049
comkin1,Common Kingfisher,Alcedo atthis,L5093405,Jezioro Raduszeckie,2020-10-12T15:30:00Z,2,52.0168625,15.0638974,TRUE,FALSE,FALSE,S74735478
comkin1,Common Kingfisher,Alcedo atthis,L8152841,Jastarnia,2020-10-12T14:34:00Z,1,54.6933534,18.6770939,TRUE,FALSE,FALSE,S74778203
comkin1,Common Kingfisher,Alcedo atthis,L6115020,Wielikąt Fishponds,2020-10-12T12:33:00Z,1,50.0175844,18.296957,TRUE,FALSE,FALSE,S74727767
comkin1,Common Kingfisher,Alcedo atthis,L4032740,Kampinos NP (Kampinoski PN)--Mokre Łąki,2020-10-12T08:52:00Z,1,52.2930737,20.7841319,TRUE,FALSE,FALSE,S74725146
comkin1,Common Kingfisher,Alcedo atthis,L12473091,"05-090, Raszyn PL-Mazowieckie 52.14285, 20.91425",2020-10-11T13:46:00Z,3,52.142849,20.914245,TRUE,FALSE,TRUE,S74681764
comkin1,Common Kingfisher,Alcedo atthis,L4651524,Jeziorsko Reservoir--Brzeg,2020-10-11T10:30:00Z,1,51.7577666,18.6767203,TRUE,FALSE,FALSE,S74696027
comkin1,Common Kingfisher,Alcedo atthis,L4596103,Vistula River--RP Wyspy Świderskie,2020-10-11T10:00:00Z,1,52.0977811,21.2106301,TRUE,FALSE,FALSE,S74683688
comkin1,Common Kingfisher,Alcedo atthis,L10400034,Dzwonowo fishponds,2020-10-11T07:14:00Z,2,53.4163678,15.2020445,TRUE,FALSE,FALSE,S74675203
comkin1,Common Kingfisher,Alcedo atthis,L12465626,Balaton,2020-10-10T13:00:00Z,1,50.275375,19.2532357,TRUE,FALSE,TRUE,S74642295
comkin1,Common Kingfisher,Alcedo atthis,L9848552,Kępa Radwankowska,2020-10-10T11:00:00Z,2,51.972354,21.263082,TRUE,FALSE,FALSE,S74631321
comkin1,Common Kingfisher,Alcedo atthis,L12250297,Byków Fishponds,2020-10-09T15:10:00Z,1,51.210875,17.2537512,TRUE,FALSE,FALSE,S74601627
comkin1,Common Kingfisher,Alcedo atthis,L12444169,"Sucha, Łódzkie, PL (51,986, 19,05)",2020-10-07T16:20:00Z,2,51.985925,19.0504567,TRUE,FALSE,TRUE,S74526506
comkin1,Common Kingfisher,Alcedo atthis,L10249028,Police - odstojniki,2020-10-07T11:55:00Z,1,53.5908406,14.5563251,TRUE,FALSE,TRUE,S74521555
comkin1,Common Kingfisher,Alcedo atthis,L11951150,Przybędza/Wieprz/Żywiec,2020-10-07T08:30:00Z,4,49.6413057,19.163363,TRUE,FALSE,TRUE,S74520131
comkin1,Common Kingfisher,Alcedo atthis,L12465703,Biała Przemsza,2020-10-06T16:00:00Z,1,50.2559323,19.2875501,TRUE,FALSE,TRUE,S74642500
comkin1,Common Kingfisher,Alcedo atthis,L12431263,"2 Świerkowa, Sosnowiec, Śląskie, PL (50,28, 19,245)",2020-10-05T12:43:00Z,1,50.2800804,19.2447411,TRUE,FALSE,TRUE,S74444342
comkin1,Common Kingfisher,Alcedo atthis,L12431212,"Wileńska, Sosnowiec, Śląskie, PL (50,276, 19,251)",2020-10-05T11:30:00Z,2,50.2764152,19.2513799,TRUE,FALSE,TRUE,S74443911
comkin1,Common Kingfisher,Alcedo atthis,L12080488,Bielawa Fishponds,2020-10-04T14:00:00Z,1,51.1793256,17.2590259,TRUE,FALSE,FALSE,S74407418
comkin1,Common Kingfisher,Alcedo atthis,L12463335,Żagań--Park Pałacowy,2020-10-04T12:53:00Z,1,51.6111627,15.3244687,TRUE,FALSE,FALSE,S74629967
comkin1,Common Kingfisher,Alcedo atthis,L11495677,Farskie Lake,2020-10-03T17:18:00Z,1,50.2590367,18.74765,TRUE,FALSE,FALSE,S74356346
comkin1,Common Kingfisher,Alcedo atthis,L12416158,"Zaściankowa 2, Warsaw PL-Masovian 52.17088, 21.12164",2020-10-03T11:35:00Z,1,52.170884,21.121636,TRUE,FALSE,TRUE,S74361226
comkin1,Common Kingfisher,Alcedo atthis,L11554727,Rezerwat Torfowe Kłyle,2020-10-03T11:23:00Z,1,54.7034049,18.6518805,TRUE,FALSE,FALSE,S74350808
comkin1,Common Kingfisher,Alcedo atthis,L10048336,"07-205, Rząśnik PL-Mazowieckie (52,7083,21,4472)",2020-10-03T07:36:00Z,1,52.708279,21.447176,TRUE,FALSE,TRUE,S74346207
comkin1,Common Kingfisher,Alcedo atthis,L11440301,"Edmonda Micheleta, Wrocław, Województwo dolnośląskie, PL (51,141, 16,981)",2020-10-03T07:19:00Z,1,51.1410688,16.981466,TRUE,FALSE,TRUE,S74343537
comkin1,Common Kingfisher,Alcedo atthis,L11606840,Łąka Lake,2020-10-02T18:14:00Z,1,49.9673255,18.8506761,TRUE,FALSE,FALSE,S74317534
comkin1,Common Kingfisher,Alcedo atthis,L12072262,Lusatian Neisse,2020-10-02T17:00:00Z,1,51.1503324,15.0029683,TRUE,FALSE,TRUE,S74343989
comkin1,Common Kingfisher,Alcedo atthis,L12377900,Karsiborska Kępa,2020-10-02T11:29:00Z,1,53.8602918,14.3209746,TRUE,FALSE,FALSE,S74307083
comkin1,Common Kingfisher,Alcedo atthis,L10248949,Świnoujście--East Breakwater,2020-10-02T07:58:00Z,3,53.925845,14.2838777,TRUE,FALSE,FALSE,S74305761
comkin1,Common Kingfisher,Alcedo atthis,L10475920,"81A Żeglarska, Bydgoszcz, kujawsko-pomorskie, PL (53,143, 17,969)",2020-10-01T15:51:00Z,1,53.1431573,17.9688769,TRUE,FALSE,TRUE,S74286053
comkin1,Common Kingfisher,Alcedo atthis,L1311555,Stawy Raszyńskie,2020-10-01T07:30:00Z,1,52.1422856,20.9179258,TRUE,FALSE,FALSE,S74274306
comkin1,Common Kingfisher,Alcedo atthis,L1104921,Estuário do Mondego--Ilha da Murraceira,2020-10-14T18:30:00Z,1,40.1322973,-8.8281155,TRUE,FALSE,FALSE,S74827709
comkin1,Common Kingfisher,Alcedo atthis,L980437,PN Ria Formosa--Quinta de Marim,2020-10-14T18:12:00Z,1,37.0322098,-7.817722,TRUE,FALSE,FALSE,S74818786
comkin1,Common Kingfisher,Alcedo atthis,L1368090,Arrozal da Nossa Senhora do Rosário,2020-10-14T17:00:00Z,1,37.168799,-8.4856715,TRUE,FALSE,FALSE,S74823241
comkin1,Common Kingfisher,Alcedo atthis,L4641040,Pateiras do Ave,2020-10-14T17:00:00Z,2,41.3503969,-8.6083031,TRUE,FALSE,FALSE,S74820849
comkin1,Common Kingfisher,Alcedo atthis,L1459558,Salinas do Forte do Rato,2020-10-14T12:05:00Z,1,37.1251003,-7.6215544,TRUE,FALSE,FALSE,S74828498
comkin1,Common Kingfisher,Alcedo atthis,L2705281,Pateira de Fermentelos,2020-10-14T11:40:00Z,1,40.5750304,-8.5167646,TRUE,FALSE,FALSE,S74804199
comkin1,Common Kingfisher,Alcedo atthis,L12493457,"2 Rua de Cacela Velha, Cacela Velha, Faro, PT (37,156, -7,546)",2020-10-14T11:16:00Z,1,37.1562721,-7.5458586,TRUE,FALSE,TRUE,S74803604
comkin1,Common Kingfisher,Alcedo atthis,L1902834,Ribeira da Vilariça,2020-10-14T11:15:00Z,1,41.2088046,-7.0983776,TRUE,FALSE,FALSE,S74822463
comkin1,Common Kingfisher,Alcedo atthis,L2908303,ZPE Castro Verde--percurso Salto-Entradas,2020-10-14T11:05:00Z,2,37.7577549,-7.9757738,TRUE,FALSE,FALSE,S74801223
comkin1,Common Kingfisher,Alcedo atthis,L3893324,Campos agrícolas do Marmeleiro,2020-10-14T10:21:00Z,1,39.5590521,-8.45016,TRUE,FALSE,FALSE,S74799769
comkin1,Common Kingfisher,Alcedo atthis,L6932533,Vale das Hortas,2020-10-14T10:00:00Z,1,37.1538249,-8.579936,TRUE,FALSE,TRUE,S74799880
comkin1,Common Kingfisher,Alcedo atthis,L12492946,"Castelo Velho, Alcoutim",2020-10-14T09:30:00Z,1,37.4852837,-7.4875375,TRUE,FALSE,TRUE,S74800172
comkin1,Common Kingfisher,Alcedo atthis,L3137635,Lagoas do Tâmega,2020-10-14T08:58:00Z,2,41.7660784,-7.4384844,TRUE,FALSE,FALSE,S74798941
comkin1,Common Kingfisher,Alcedo atthis,L4302448,ZPE Castro Verde--Horta da Nora (não passar a vedação),2020-10-14T08:20:00Z,1,37.7063684,-8.1056356,TRUE,FALSE,FALSE,S74798730
comkin1,Common Kingfisher,Alcedo atthis,L7927770,Sapal do Coura,2020-10-14T08:12:00Z,1,41.8796651,-8.828265,TRUE,FALSE,FALSE,S74798042
comkin1,Common Kingfisher,Alcedo atthis,L6594921,Gouvães da Serra,2020-10-13T18:02:00Z,1,41.4744056,-7.7296127,TRUE,FALSE,FALSE,S74785260
comkin1,Common Kingfisher,Alcedo atthis,L10889809,estrada campo junto ao rio,2020-10-13T17:30:00Z,2,40.1678721,-8.634169,TRUE,FALSE,TRUE,S74826773
comkin1,Common Kingfisher,Alcedo atthis,L8521934,Albufeiras da Herdade do Peso,2020-10-13T17:00:00Z,1,38.8369291,-8.191121,TRUE,FALSE,FALSE,S74774471
comkin1,Common Kingfisher,Alcedo atthis,L2949226,Ribeira do Vascão--Giões,2020-10-13T16:00:00Z,2,37.4987633,-7.7013731,TRUE,FALSE,FALSE,S74777482
comkin1,Common Kingfisher,Alcedo atthis,L963093,Parque Ambiental de Vilamoura,2020-10-13T15:50:00Z,NA,37.0893497,-8.1423175,TRUE,FALSE,FALSE,S74826985
comkin1,Common Kingfisher,Alcedo atthis,L1472729,ZPE Açude da Murta,2020-10-13T15:22:00Z,1,38.4021517,-8.7120276,TRUE,FALSE,FALSE,S74786202
comkin1,Common Kingfisher,Alcedo atthis,L1323328,Molhe Leste,2020-10-13T12:34:00Z,1,39.3507837,-9.3681622,TRUE,FALSE,FALSE,S74769507
comkin1,Common Kingfisher,Alcedo atthis,L12489412,Esteiro da Ilha da Lebre,2020-10-13T12:30:00Z,1,37.0175312,-7.8577518,TRUE,FALSE,TRUE,S74781001
comkin1,Common Kingfisher,Alcedo atthis,L6175644,Praia fluival do rio Rabaçal--Miradeses,2020-10-13T11:30:00Z,2,41.5658851,-7.2601175,TRUE,FALSE,FALSE,S74798120
comkin1,Common Kingfisher,Alcedo atthis,L4770808,Manique do Intendente,2020-10-13T09:00:00Z,2,39.2199859,-8.8884008,TRUE,FALSE,FALSE,S74773626
comkin1,Common Kingfisher,Alcedo atthis,L2090718,Parque da Cidade do Porto,2020-10-13T08:50:00Z,1,41.1688984,-8.6798859,TRUE,FALSE,FALSE,S74783646
comkin1,Common Kingfisher,Alcedo atthis,L2277046,PN Serra de São Mamede--albufeira de Póvoa e Meadas,2020-10-13T08:37:00Z,1,39.4786177,-7.5509763,TRUE,FALSE,FALSE,S74785991
comkin1,Common Kingfisher,Alcedo atthis,L1327040,Salgados do Fialho (ETAR de Faro),2020-10-13T07:48:00Z,1,37.0211415,-7.8988771,TRUE,FALSE,FALSE,S74768990
comkin1,Common Kingfisher,Alcedo atthis,L2106726,Albufeira da Caldeira,2020-10-12T17:43:00Z,1,38.4388671,-8.2700443,TRUE,FALSE,FALSE,S74756873
comkin1,Common Kingfisher,Alcedo atthis,L2480055,ZPE Castro Verde--Rolão,2020-10-12T17:10:00Z,1,37.6764839,-7.9601312,TRUE,FALSE,FALSE,S74740243
comkin1,Common Kingfisher,Alcedo atthis,L964943,PN Ria Formosa--Ludo--esteiros do Ancão e da Maria Nova (percurso sul),2020-10-12T16:30:00Z,1,37.0181794,-7.999506,TRUE,FALSE,FALSE,S74757148
comkin1,Common Kingfisher,Alcedo atthis,L2106688,Albufeira dos Fartos,2020-10-12T16:27:00Z,1,38.4545297,-8.2951927,TRUE,FALSE,FALSE,S74756333
comkin1,Common Kingfisher,Alcedo atthis,L12485287,Patacão,2020-10-12T14:58:00Z,1,39.3012225,-8.5828712,TRUE,FALSE,TRUE,S74751941
comkin1,Common Kingfisher,Alcedo atthis,L2369169,Barrinha de Esmoriz,2020-10-12T14:28:00Z,2,40.965369,-8.6425066,TRUE,FALSE,FALSE,S74747871
comkin1,Common Kingfisher,Alcedo atthis,L12482869,Parque Verde do Mondego,2020-10-12T13:15:00Z,1,40.201517,-8.425177,TRUE,FALSE,TRUE,S74737443
comkin1,Common Kingfisher,Alcedo atthis,L1776901,PN Sudoeste Alentejano e Costa Vicentina--ribeira de Aljezur,2020-10-12T11:45:00Z,4,37.3368732,-8.8347942,TRUE,FALSE,FALSE,S74748414
comkin1,Common Kingfisher,Alcedo atthis,L10434883,"Parque Urbano de Santiago, Viseu",2020-10-12T10:04:00Z,1,40.6665771,-7.903676,TRUE,FALSE,TRUE,S74753367
comkin1,Common Kingfisher,Alcedo atthis,L962500,Lagoa dos Salgados,2020-10-12T09:55:00Z,1,37.09469,-8.3313704,TRUE,FALSE,FALSE,S74743983
comkin1,Common Kingfisher,Alcedo atthis,L3271176,PN Sudoeste Alentejano e Costa Vicentina--Aljezur,2020-10-12T09:52:00Z,2,37.316524,-8.7991845,TRUE,FALSE,TRUE,S74748381
comkin1,Common Kingfisher,Alcedo atthis,L1674537,Ria de Aveiro--Salreu (rede de percursos pedestres),2020-10-12T09:08:00Z,1,40.7326166,-8.5681182,TRUE,FALSE,FALSE,S74728537
comkin1,Common Kingfisher,Alcedo atthis,L2851049,PN Vale do Guadiana--Moinho dos Canais,2020-10-12T08:55:00Z,1,37.6932954,-7.656194,TRUE,FALSE,FALSE,S74727494
comkin1,Common Kingfisher,Alcedo atthis,L1285585,Foz do Rio Sizandro,2020-10-12T08:16:00Z,1,39.1034512,-9.3991846,TRUE,FALSE,FALSE,S74726718
comkin1,Common Kingfisher,Alcedo atthis,L3527664,PN Sintra-Cascais--Parque de Natureza da Quinta do Pisão,2020-10-12T08:00:00Z,1,38.7556685,-9.4194245,TRUE,FALSE,FALSE,S74739515
comkin1,Common Kingfisher,Alcedo atthis,L927102,Lezíria Grande de Vila Franca de Xira--área geral (acesso condicionado),2020-10-12T08:00:00Z,1,38.8915673,-8.9387512,TRUE,FALSE,FALSE,S74783567
comkin1,Common Kingfisher,Alcedo atthis,L2999937,Açude da Rouca,2020-10-11T19:24:00Z,2,38.9787277,-7.7435374,TRUE,FALSE,FALSE,S74699751
comkin1,Common Kingfisher,Alcedo atthis,L3300098,Ria de Aveiro--Canal de Mira--troço Areão-Vagueira,2020-10-11T18:33:00Z,1,40.5457354,-8.7682056,TRUE,FALSE,FALSE,S74706001
comkin1,Common Kingfisher,Alcedo atthis,L10100550,Ribeiro da Concavada,2020-10-11T18:12:00Z,2,39.4600417,-8.0726252,TRUE,FALSE,FALSE,S74699120
comkin1,Common Kingfisher,Alcedo atthis,L1478470,Rio Arade--Silves,2020-10-11T17:37:00Z,1,37.1868348,-8.438332,TRUE,FALSE,FALSE,S74694998
comkin1,Common Kingfisher,Alcedo atthis,L3174485,Lagoa dos Teixoeiros,2020-10-11T17:00:00Z,1,40.3062363,-8.7763166,TRUE,FALSE,FALSE,S74707531
comkin1,Common Kingfisher,Alcedo atthis,L4921834,Centro urbano de Chaves,2020-10-11T16:30:00Z,1,41.7396418,-7.4698789,TRUE,FALSE,FALSE,S74733128
comkin1,Common Kingfisher,Alcedo atthis,L7780310,Ria de Aveiro--Salreu (percurso do Rio Jardim),2020-10-11T16:00:00Z,4,40.7209228,-8.5646642,TRUE,FALSE,FALSE,S74705284
comkin1,Common Kingfisher,Alcedo atthis,L1536159,Várzea do Rio Trancão,2020-10-11T15:43:00Z,2,38.8105373,-9.1085019,TRUE,FALSE,FALSE,S74736187
comkin1,Common Kingfisher,Alcedo atthis,L12478921,"Auto selected 38.72280, -9.12931",2020-10-11T14:52:00Z,NA,38.722803999999996,-9.129313,TRUE,FALSE,TRUE,S74714356
comkin1,Common Kingfisher,Alcedo atthis,L2619928,PN Sudoeste Alentejano e Costa Vicentina--Moinho da Asneira,2020-10-11T14:45:00Z,3,37.7304279,-8.7532282,TRUE,FALSE,FALSE,S74786185
comkin1,Common Kingfisher,Alcedo atthis,L12480543,"18 Rua de São Caetano, Aveiro, PT (40,606, -8,521)",2020-10-11T13:29:00Z,1,40.6059646,-8.5206478,TRUE,FALSE,TRUE,S74724626
comkin1,Common Kingfisher,Alcedo atthis,L12478715,Margens do rio Arunca,2020-10-11T12:00:00Z,5,40.1238784,-8.6449403,TRUE,FALSE,TRUE,S74713468
comkin1,Common Kingfisher,Alcedo atthis,L2619769,PN Sudoeste Alentejano e Costa Vicentina--Monte do Zambujeiro,2020-10-11T10:45:00Z,1,37.710455,-8.7562108,TRUE,FALSE,FALSE,S74679410
comkin1,Common Kingfisher,Alcedo atthis,L4999542,Herdade dos Nascedios,2020-10-11T09:30:00Z,1,37.6819184,-8.770566,TRUE,FALSE,TRUE,S74686076
comkin1,Common Kingfisher,Alcedo atthis,L1040108,Lagoa de Albufeira--Lagoa da Estacada,2020-10-11T09:26:00Z,1,38.5260437,-9.1425562,TRUE,FALSE,FALSE,S74678028
comkin1,Common Kingfisher,Alcedo atthis,L4033370,Herdade da Aroeira--área geral (acesso condicionado),2020-10-11T08:30:00Z,1,38.5738369,-9.1741419,TRUE,FALSE,FALSE,S74693848
comkin1,Common Kingfisher,Alcedo atthis,L11121391,Vale Figueiras,2020-10-11T08:30:00Z,1,37.6400355,-8.7289044,TRUE,FALSE,TRUE,S74676692
comkin1,Common Kingfisher,Alcedo atthis,L4199306,Sítio das Fontes,2020-10-11T07:44:00Z,2,37.1617872,-8.4857851,TRUE,FALSE,FALSE,S74677312
comkin1,Common Kingfisher,Alcedo atthis,L5748946,Bom Retiro,2020-10-11T00:00:00Z,2,37.1487513,-8.5214686,TRUE,FALSE,FALSE,S74741213
comkin1,Common Kingfisher,Alcedo atthis,L8539000,Foz da ribeira do Vale Vaqueiro,2020-10-10T18:28:00Z,3,39.4710171,-8.0269421,TRUE,FALSE,FALSE,S74658220
comkin1,Common Kingfisher,Alcedo atthis,L1826362,RNL Estuário do Douro--área geral,2020-10-10T18:00:00Z,1,41.1367384,-8.6624771,TRUE,FALSE,FALSE,S74739030
comkin1,Common Kingfisher,Alcedo atthis,L7585580,Ria de Aveiro--refúgio de caça de Vilarinho,2020-10-10T16:40:00Z,1,40.6982498,-8.6287858,TRUE,FALSE,FALSE,S74644076
comkin1,Common Kingfisher,Alcedo atthis,L2853689,PN Litoral Norte--Foz do Rio Neiva,2020-10-10T16:00:00Z,1,41.6109504,-8.8086748,TRUE,FALSE,FALSE,S74659495
comkin1,Common Kingfisher,Alcedo atthis,L2876833,Ria de Aveiro--Baixo Vouga--área geral,2020-10-10T15:33:00Z,1,40.7051969,-8.6077492,TRUE,FALSE,FALSE,S74641442
comkin1,Common Kingfisher,Alcedo atthis,L1177578,RN Estuário do Tejo--Ponta da Erva (acesso condicionado),2020-10-10T15:32:00Z,2,38.8338666,-8.9674516,TRUE,FALSE,FALSE,S74662605
comkin1,Common Kingfisher,Alcedo atthis,L2771214,Salinas de Olhão,2020-10-10T11:09:00Z,1,37.0240728,-7.8534651,TRUE,FALSE,FALSE,S74635439
comkin1,Common Kingfisher,Alcedo atthis,L1253957,RN Estuário do Tejo--EVOA--área geral (acesso condicionado),2020-10-10T10:00:00Z,3,38.8489117,-8.9714313,TRUE,FALSE,FALSE,S74726025
comkin1,Common Kingfisher,Alcedo atthis,L2289415,Ria de Aveiro--complexo de salinas do Canal das Pirâmides (Salina da Troncalhada e outras),2020-10-10T09:59:00Z,1,40.6417709,-8.6631972,TRUE,FALSE,FALSE,S74631378
comkin1,Common Kingfisher,Alcedo atthis,L3755951,Monte de São Pedro,2020-10-10T09:37:00Z,1,38.0915393,-7.7387953,TRUE,FALSE,FALSE,S74653554
